code;text_long;text;version;year
5787;Reconstruction of urinary bladder;Bladder reconstruction;32;2015
5788;Other anastomosis of bladder;Bladder anastomosis NEC;32;2015
5789;Other repair of bladder;Bladder repair NEC;32;2015
5791;Sphincterotomy of bladder;Bladder sphincterotomy;32;2015
5792;Dilation of bladder neck;Bladder neck dilation;32;2015
5793;Control of (postoperative) hemorrhage of bladder;Control bladd hemorrhage;32;2015
5794;Insertion of indwelling urinary catheter;Insert indwelling cath;32;2015
5795;Replacement of indwelling urinary catheter;Replace indwelling cath;32;2015
5796;Implantation of electronic bladder stimulator;Implant bladder stimulat;32;2015
5797;Replacement of electronic bladder stimulator;Replace bladder stimulat;32;2015
5798;Removal of electronic bladder stimulator;Remove bladder stimulat;32;2015
5799;Other operations on bladder;Bladder operation NEC;32;2015
580;Urethrotomy;Urethrotomy;32;2015
581;Urethral meatotomy;Urethral meatotomy;32;2015
5821;Perineal urethroscopy;Perineal urethroscopy;32;2015
5822;Other urethroscopy;Urethroscopy NEC;32;2015
5823;Biopsy of urethra;Urethral biopsy;32;2015
5824;Biopsy of periurethral tissue;Periurethral biopsy;32;2015
5829;Other diagnostic procedures on urethra and periurethral tissue;Urethral dx proc NEC;32;2015
5831;Endoscopic excision or destruction of lesion or tissue of urethra;Endosc destr urethra les;32;2015
5839;Other local excision or destruction of lesion or tissue of urethra;Other destru urethra les;32;2015
5841;Suture of laceration of urethra;Suture urethral lacerat;32;2015
5842;Closure of urethrostomy;Urethrostomy closure;32;2015
5843;Closure of other fistula of urethra;Close ureth fistula NEC;32;2015
5844;Reanastomosis of urethra;Urethral reanastomosis;32;2015
5845;Repair of hypospadias or epispadias;Hypo-epispadius repair;32;2015
5846;Other reconstruction of urethra;Ureth reconstruction NEC;32;2015
5847;Urethral meatoplasty;Urethral meatoplasty;32;2015
5849;Other repair of urethra;Urethral repair NEC;32;2015
585;Release of urethral stricture;Ureth stricture release;32;2015
586;Dilation of urethra;Urethral dilation;32;2015
5891;Incision of periurethral tissue;Periurethral incision;32;2015
5892;Excision of periurethral tissue;Periurethral excision;32;2015
5893;Implantation of artificial urinary sphincter [AUS];Implt artf urin sphinct;32;2015
5899;Other operations on urethra and periurethral tissue;Ureth/periureth op NEC;32;2015
5900;Retroperitoneal dissection, not otherwise specified;Retroperit dissect NOS;32;2015
5902;Other lysis of perirenal or periureteral adhesions;Periren adhesiolys NEC;32;2015
5903;Laparoscopic lysis of perirenal or periureteral adhesions;Lap lys periren/uret adh;32;2015
5909;Other incision of perirenal or periureteral tissue;Periren/ureter incis NEC;32;2015
5911;Other lysis of perivesical adhesions;Oth lys perives adhesio;32;2015
5912;Laparoscopic lysis of perivesical adhesions;Lap lys perivesureth adh;32;2015
5919;Other incision of perivesical tissue;Perivesical incision NEC;32;2015
5921;Biopsy of perirenal or perivesical tissue;Periren/ureteral biopsy;32;2015
5929;Other diagnostic procedures on perirenal tissue, perivesical tissue, and retroperitoneum;Periren/uret dx proc NEC;32;2015
593;Plication of urethrovesical junction;Urethroves junct plicat;32;2015
594;Suprapubic sling operation;Suprapubic sling op;32;2015
595;Retropubic urethral suspension;Retropubic ureth suspens;32;2015
596;Paraurethral suspension;Paraurethral suspension;32;2015
5971;Levator muscle operation for urethrovesical suspension;Levator musc suspension;32;2015
5972;Injection of implant into urethra and/or bladder neck;Inject implant urethra;32;2015
5979;Other repair of urinary stress incontinence;Urin incontin repair NEC;32;2015
598;Ureteral catheterization;Ureteral catheterization;32;2015
5991;Excision of perirenal or perivesical tissue;Periren/vesicle excision;32;2015
5992;Other operations on perirenal or perivesical tissue;Periren/vesicle op NEC;32;2015
5993;Replacement of ureterostomy tube;Replace ureterost tube;32;2015
5994;Replacement of cystostomy tube;Replace cystostomy tube;32;2015
5995;Ultrasonic fragmentation of urinary stones;Ultrason fragment-stone;32;2015
5999;Other operations on urinary system;Urinary system op NEC;32;2015
600;Incision of prostate;Incision of prostate;32;2015
6011;Closed [percutaneous] [needle] biopsy of prostate;Closed prostatic biopsy;32;2015
6012;Open biopsy of prostate;Open prostatic biopsy;32;2015
6013;Closed [percutaneous] biopsy of seminal vesicles;Clos seminal vesicles bx;32;2015
6014;Open biopsy of seminal vesicles;Open seminal vesicles bx;32;2015
6015;Biopsy of periprostatic tissue;Periprostatic biopsy;32;2015
6018;Other diagnostic procedures on prostate and periprostatic tissue;Prostatic dx proced NEC;32;2015
6019;Other diagnostic procedures on seminal vesicles;Semin ves dx proced NEC;32;2015
6021;Transurethral (ultrasound) guided laser induced prostatectomy (TULIP);Transureth prostatectomy;32;2015
6029;Other transurethral prostatectomy;Oth transureth prostatec;32;2015
603;Suprapubic prostatectomy;Suprapubic prostatectomy;32;2015
604;Retropubic prostatectomy;Retropubic prostatectomy;32;2015
605;Radical prostatectomy;Radical prostatectomy;32;2015
6061;Local excision of lesion of prostate;Los excis prostatic les;32;2015
6062;Perineal prostatectomy;Perineal prostatectomy;32;2015
6069;Other prostatectomy;Prostatectomy NEC;32;2015
6071;Percutaneous aspiration of seminal vesicle;Percut semin ves aspirat;32;2015
6072;Incision of seminal vesicle;Seminal vesicle incision;32;2015
6073;Excision of seminal vesicle;Seminal vesicle excision;32;2015
6079;Other operations on seminal vesicles;Seminal vesicle op NEC;32;2015
6081;Incision of periprostatic tissue;Periprostatic incision;32;2015
6082;Excision of periprostatic tissue;Periprostatic excision;32;2015
6091;Percutaneous aspiration of prostate;Percut prostatic aspirat;32;2015
6092;Injection into prostate;Injection into prostate;32;2015
6093;Repair of prostate;Repair of prostate;32;2015
6094;Control of (postoperative) hemorrhage of prostate;Control prostate hemorr;32;2015
6095;Transurethral balloon dilation of the prostatic urethra;Trans bal dil pros ureth;32;2015
6096;Transurethral destruction of prostate tissue by microwave thermotherapy;Tu destr prostate by mt;32;2015
6097;Other transurethral destruction of prostate tissue by other thermotherapy;Oth tu destr pros - rt;32;2015
6099;Other operations on prostate;Prostatic operation NEC;32;2015
610;Incision and drainage of scrotum and tunica vaginalis;Scrotum & tunica i & d;32;2015
6111;Biopsy of scrotum or tunica vaginalis;Scrotum & tunica biopsy;32;2015
6119;Other diagnostic procedures on scrotum and tunica vaginalis;Scrot/tunica dx proc NEC;32;2015
612;Excision of hydrocele (of tunica vaginalis);Excision of hydrocele;32;2015
613;Excision or destruction of lesion or tissue of scrotum;Scrotal les destruction;32;2015
6141;Suture of laceration of scrotum and tunica vaginalis;Suture scrotal lacerat;32;2015
6142;Repair of scrotal fistula;Scrotal fistula repair;32;2015
6149;Other repair of scrotum and tunica vaginalis;Scrotum/tunic repair NEC;32;2015
6191;Percutaneous aspiration of tunica vaginalis;Percut tunica aspiration;32;2015
6192;Excision of lesion of tunica vaginalis other than hydrocele;Excision tunica les NEC;32;2015
6199;Other operations on scrotum and tunica vaginalis;Scrotum & tunica op NEC;32;2015
620;Incision of testis;Incision of testes;32;2015
6211;Closed [percutaneous] [needle] biopsy of testis;Closed testicular biopsy;32;2015
6212;Open biopsy of testis;Open testicular biopsy;32;2015
6219;Other diagnostic procedures on testes;Testes dx procedure NEC;32;2015
622;Excision or destruction of testicular lesion;Testicular les destruct;32;2015
623;Unilateral orchiectomy;Unilateral orchiectomy;32;2015
6241;Removal of both testes at same operative episode;Remove both testes;32;2015
6242;Removal of remaining testis;Remove solitary testis;32;2015
625;Orchiopexy;Orchiopexy;32;2015
6261;Suture of laceration of testis;Suture testicular lacer;32;2015
6269;Other repair of testis;Testicular repair NEC;32;2015
627;Insertion of testicular prosthesis;Insert testicular prosth;32;2015
6291;Aspiration of testis;Aspiration of testes;32;2015
6292;Injection of therapeutic substance into testis;Injection into testes;32;2015
6299;Other operations on testes;Testicular operation NEC;32;2015
6301;Biopsy of spermatic cord, epididymis, or vas deferens;Spermatic cord/vas biops;32;2015
6309;Other diagnostic procedures on spermatic cord, epididymis, and vas deferens;Spermat cord/vas dx NEC;32;2015
631;Excision of varicocele and hydrocele of spermatic cord;Exc spermatic varicocele;32;2015
632;Excision of cyst of epididymis;Excise epididymis cyst;32;2015
633;Excision of other lesion or tissue of spermatic cord and epididymis;Excise cord/epid les NEC;32;2015
634;Epididymectomy;Epididymectomy;32;2015
6351;Suture of laceration of spermatic cord and epididymis;Suture cord & epid lacer;32;2015
6352;Reduction of torsion of testis or spermatic cord;Reduction torsion testes;32;2015
6353;Transplantation of spermatic cord;Transplant spermat cord;32;2015
6359;Other repair of spermatic cord and epididymis;Cord & epidid repair NEC;32;2015
636;Vasotomy;Vasotomy;32;2015
6370;Male sterilization procedure, not otherwise specified;Male sterilization NOS;32;2015
6371;Ligation of vas deferens;Ligation of vas deferens;32;2015
6372;Ligation of spermatic cord;Spermatic cord ligation;32;2015
6373;Vasectomy;Vasectomy;32;2015
6381;Suture of laceration of vas deferens and epididymis;Suture vas & epidid lac;32;2015
6382;Reconstruction of surgically divided vas deferens;Postop vas reconstruct;32;2015
6383;Epididymovasostomy;Epididymovasostomy;32;2015
6384;Removal of ligature from vas deferens;Removal vas ligature;32;2015
6385;Removal of valve from vas deferens;Remov vas deferens valve;32;2015
6389;Other repair of vas deferens and epididymis;Vas & epididy repair NEC;32;2015
6391;Aspiration of spermatocele;Spermatocele aspiration;32;2015
6392;Epididymotomy;Epididymotomy;32;2015
6393;Incision of spermatic cord;Spermatic cord incision;32;2015
6394;Lysis of adhesions of spermatic cord;Sperm cord adhesiolysis;32;2015
6395;Insertion of valve in vas deferens;Insert valve in vas def;32;2015
6399;Other operations on spermatic card, epididymis, and vas deferens;Cord/epid/vas ops NEC;32;2015
640;Circumcision;Circumcision;32;2015
6411;Biopsy of penis;Penile biopsy;32;2015
6419;Other diagnostic procedures on penis;Penile diagnost proc NEC;32;2015
642;Local excision or destruction of lesion of penis;Local excis penile les;32;2015
643;Amputation of penis;Amputation of penis;32;2015
6441;Suture of laceration of penis;Suture penile laceration;32;2015
6442;Release of chordee;Release of chordee;32;2015
6443;Construction of penis;Construction of penis;32;2015
6444;Reconstruction of penis;Reconstruction of penis;32;2015
6445;Replantation of penis;Replantation of penis;32;2015
6449;Other repair of penis;Penile repair NEC;32;2015
645;Operations for sex transformation, not elsewhere classified;Sex transformat op NEC;32;2015
6491;Dorsal or lateral slit of prepuce;Dorsal/lat slit prepuce;32;2015
6492;Incision of penis;Incision of penis;32;2015
6493;Division of penile adhesions;Division of penile adhes;32;2015
6494;Fitting of external prosthesis of penis;Fit ext penile prosthes;32;2015
6495;Insertion or replacement of non-inflatable penile prosthesis;Ins noninfl penis prosth;32;2015
6496;Removal of internal prosthesis of penis;Remove int penile prosth;32;2015
6497;Insertion or replacement of inflatable penile prosthesis;Ins inflate penis prosth;32;2015
6498;Other operations on penis;Penile operation NEC;32;2015
6499;Other operations on male genital organs;Male genital op NEC;32;2015
6501;Laparoscopic oophorotomy;Laparoscopic oophorotomy;32;2015
6509;Other oophorotomy;Other oophorotomy;32;2015
6511;Aspiration biopsy of ovary;Ovarian aspirat biopsy;32;2015
6512;Other biopsy of ovary;Ovarian biopsy NEC;32;2015
6513;Laparoscopic biopsy of ovary;Lap biopsy of ovary;32;2015
6514;Other laparoscopic diagnostic procedures on ovaries;Oth lap dx proc ovaries;32;2015
6519;Other diagnostic procedures on ovaries;Ovarian dx procedure NEC;32;2015
6521;Marsupialization of ovarian cyst;Ovarian cyst marsupializ;32;2015
6522;Wedge resection of ovary;Ovarian wedge resection;32;2015
6523;Laparoscopic marsupialization of ovarian cyst;Lap marsup ovarian cyst;32;2015
6524;Laparoscopic wedge resection of ovary;Lap wedge resect ovary;32;2015
6525;Other laparoscopic local excision or destruction of ovary;Oth lap loc exc dest ova;32;2015
6529;Other local excision or destruction of ovary;Local destr ova les NEC;32;2015
6531;Laparoscopic unilateral oophorectomy;Lap unilat oophorectomy;32;2015
6539;Other unilateral oophorectomy;Oth unilat oophorectomy;32;2015
6541;Laparoscopic unilateral salpingo-oophorectomy;Lap uni salpingo-oophor;32;2015
6549;Other unilateral salpingo-oophorectomy;Oth uni salpingo-oophor;32;2015
6551;Other removal of both ovaries at same operative episode;Oth remove both ovaries;32;2015
6552;Other removal of remaining ovary;Oth remove remain ovary;32;2015
6553;Laparoscopic removal of both ovaries at same operative episode;Lap remove both ovaries;32;2015
6554;Laparoscopic removal of remaining ovary;Lap remove remain ovary;32;2015
6561;Other removal of both ovaries and tubes at same operative episode;Oth remove ovaries/tubes;32;2015
6562;Other removal of remaining ovary and tube;Oth remove rem ova/tube;32;2015
6563;Laparoscopic removal of both ovaries and tubes at same operative episode;Lap remove ovaries/tubes;32;2015
6564;Laparoscopic removal of remaining ovary and tube;Lap remove rem ova/tube;32;2015
6571;Other simple suture of ovary;Oth simple suture ovary;32;2015
6572;Other reimplantation of ovary;Oth reimplant of ovary;32;2015
6573;Other salpingo-oophoroplasty;Oth salpingo-oophoroplas;32;2015
6574;Laparoscopic simple suture of ovary;Lap simple suture ovary;32;2015
6575;Laparoscopic reimplantation of ovary;Lap reimplant of ovary;32;2015
6576;Laparoscopic salpingo-oophoroplasty;Lap salpingo-oophoroplas;32;2015
6579;Other repair of ovary;Repair of ovary NEC;32;2015
6581;Laparoscopic lysis of adhesions of ovary and fallopian tube;Lap adhesiolys ova/tube;32;2015
6589;Other lysis of adhesions of ovary and fallopian tube;Adhesiolysis ovary/tube;32;2015
6591;Aspiration of ovary;Aspiration of ovary;32;2015
6592;Transplantation of ovary;Transplantation of ovary;32;2015
6593;Manual rupture of ovarian cyst;Manual rupt ovarian cyst;32;2015
6594;Ovarian denervation;Ovarian denervation;32;2015
6595;Release of torsion of ovary;Ovarian torsion release;32;2015
6599;Other operations on ovary;Ovarian operation NEC;32;2015
6601;Salpingotomy;Salpingotomy;32;2015
6602;Salpingostomy;Salpingostomy;32;2015
6611;Biopsy of fallopian tube;Fallopian tube biopsy;32;2015
6619;Other diagnostic procedures on fallopian tubes;Fallop tube dx proc NEC;32;2015
6621;Bilateral endoscopic ligation and crushing of fallopian tubes;Bilat endosc crush tube;32;2015
6622;Bilateral endoscopic ligation and division of fallopian tubes;Bilat endosc divis tube;32;2015
6629;Other bilateral endoscopic destruction or occlusion of fallopian tubes;Bilat endos occ tube NEC;32;2015
6631;Other bilateral ligation and crushing of fallopian tubes;Bilat tubal crushing NEC;32;2015
6632;Other bilateral ligation and division of fallopian tubes;Bilat tubal division NEC;32;2015
6639;Other bilateral destruction or occlusion of fallopian tubes;Bilat tubal destruct NEC;32;2015
664;Total unilateral salpingectomy;Total unilat salpingect;32;2015
6651;Removal of both fallopian tubes at same operative episode;Remove both fallop tubes;32;2015
6652;Removal of remaining fallopian tube;Remove solitary fal tube;32;2015
6661;Excision or destruction of lesion of fallopian tube;Destroy fallop tube les;32;2015
6662;Salpingectomy with removal of tubal pregnancy;Remov tube & ectop preg;32;2015
6663;Bilateral partial salpingectomy, not otherwise specified;Bilat part salpingec NOS;32;2015
6669;Other partial salpingectomy;Partial salpingectom NEC;32;2015
6671;Simple suture of fallopian tube;Simpl suture fallop tube;32;2015
6672;Salpingo-oophorostomy;Salpingo-oophorostomy;32;2015
6673;Salpingo-salpingostomy;Salpingo-salpingostomy;32;2015
6674;Salpingo-uterostomy;Salpingo-uterostomy;32;2015
6679;Other repair of fallopian tube;Fallop tube repair NEC;32;2015
668;Insufflation of fallopian tube;Fallopian tube insufflat;32;2015
6691;Aspiration of fallopian tube;Fallopian tube aspirat;32;2015
6692;Unilateral destruction or occlusion of fallopian tube;Unilat fallop tube destr;32;2015
6693;Implantation or replacement of prosthesis of fallopian tube;Impl fallop tube prosth;32;2015
6694;Removal of prosthesis of fallopian tube;Remov fallop tube prosth;32;2015
6695;Insufflation of therapeutic agent into fallopian tubes;Blow therapeut into tube;32;2015
6696;Dilation of fallopian tube;Fallopian tube dilation;32;2015
6697;Burying of fimbriae in uterine wall;Bury fimbriae in uterus;32;2015
6699;Other operations on fallopian tubes;Fallopian tube op NEC;32;2015
670;Dilation of cervical canal;Cervical canal dilation;32;2015
6711;Endocervical biopsy;Endocervical biopsy;32;2015
6712;Other cervical biopsy;Cervical biopsy NEC;32;2015
6719;Other diagnostic procedures on cervix;Cervical dx procedur NEC;32;2015
672;Conization of cervix;Conization of cervix;32;2015
6731;Marsupialization of cervical cyst;Cervical cyst marsupial;32;2015
6732;Destruction of lesion of cervix by cauterization;Cervical les cauterizat;32;2015
6733;Destruction of lesion of cervix by cryosurgery;Cervical les cryotherapy;32;2015
6739;Other excision or destruction of lesion or tissue of cervix;Cervical les destruc NEC;32;2015
674;Amputation of cervix;Amputation of cervix;32;2015
6751;Transabdominal cerclage of cervix;Transab cerclage cervix;32;2015
6759;Other repair of internal cervical os;Oth rep int cervical os;32;2015
6761;Suture of laceration of cervix;Suture cervical lacerat;32;2015
6762;Repair of fistula of cervix;Cervical fistula repair;32;2015
6769;Other repair of cervix;Cervical repair NEC;32;2015
680;Hysterotomy;Hysterotomy;32;2015
6811;Digital examination of uterus;Digital exam of uterus;32;2015
6812;Hysteroscopy;Hysteroscopy;32;2015
6813;Open biopsy of uterus;Open uterine biopsy;32;2015
6814;Open biopsy of uterine ligaments;Open uterine ligament bx;32;2015
6815;Closed biopsy of uterine ligaments;Clos uterine ligament bx;32;2015
6816;Closed biopsy of uterus;Closed uterine biopsy;32;2015
6819;Other diagnostic procedures on uterus and supporting structures;Uterus/adnex dx proc NEC;32;2015
6821;Division of endometrial synechiae;Endomet synechiae divis;32;2015
6822;Incision or excision of congenital septum of uterus;Incision uterine septum;32;2015
6823;Endometrial ablation;Endometrial ablation;32;2015
6824;Uterine artery embolization [UAE] with coils;Uterine art emb w coils;32;2015
6825;Uterine artery embolization [UAE] without coils;Uterine art emb w/o coil;32;2015
6829;Other excision or destruction of lesion of uterus;Uterine les destruct NEC;32;2015
6831;Laparoscopic supracervical hysterectomy [LSH];Lap scervic hysterectomy;32;2015
6839;Other and unspecified subtotal abdominal hysterectomy;Subtotl abd hyst NEC/NOS;32;2015
6841;Laparoscopic total abdominal hysterectomy;Lap total abdominal hyst;32;2015
6849;Other and unspecified total abdominal hysterectomy;Total abd hyst NEC/NOS;32;2015
6851;Laparoscopically assisted vaginal hysterectomy (LAVH);Lap ast vag hysterectomy;32;2015
6859;Other and unspecified vaginal hysterectomy;Vag hysterectomy NEC/NOS;32;2015
6861;Laparoscopic radical abdominal hysterectomy;Lap radical abdomnl hyst;32;2015
6869;Other and unspecified radical abdominal hysterectomy;Radical abd hyst NEC/NOS;32;2015
6871;Laparoscopic radical vaginal hysterectomy [LRVH];Lap radical vaginal hyst;32;2015
6879;Other and unspecified radical vaginal hysterectomy;Radical vag hyst NEC/NOS;32;2015
688;Pelvic evisceration;Pelvic evisceration;32;2015
689;Other and unspecified hysterectomy;Hysterectomy NEC/NOS;32;2015
6901;Dilation and curettage for termination of pregnancy;D & C for preg terminat;32;2015
6902;Dilation and curettage following delivery or abortion;D & C post delivery;32;2015
6909;Other dilation and curettage;D & C NEC;32;2015
6919;Other excision or destruction of uterus and supporting structures;Destruc uter support NEC;32;2015
6921;Interposition operation;Interposit op uterin lig;32;2015
6922;Other uterine suspension;Uterine suspension NEC;32;2015
6923;Vaginal repair of chronic inversion of uterus;Vag repair invers uterus;32;2015
6929;Other repair of uterus and supporting structures;Uterus/adnexa repair NEC;32;2015
693;Paracervical uterine denervation;Paracerv uterine denerv;32;2015
6941;Suture of laceration of uterus;Suture uterine lacerat;32;2015
6942;Closure of fistula of uterus;Closure uterine fistula;32;2015
6949;Other repair of uterus;Uterine repair NEC;32;2015
6951;Aspiration curettage of uterus for termination of pregnancy;Aspirat curet-preg termi;32;2015
6952;Aspiration curettage following delivery or abortion;Aspirat curet-post deliv;32;2015
6959;Other aspiration curettage of uterus;Aspir curett uterus NEC;32;2015
696;Menstrual extraction or regulation;Menstrual extraction;32;2015
697;Insertion of intrauterine contraceptive device;Insertion of iud;32;2015
6991;Insertion of therapeutic device into uterus;Insert uterine device;32;2015
6992;Artificial insemination;Artificial insemination;32;2015
6993;Insertion of laminaria;Insertion of laminaria;32;2015
6994;Manual replacement of inverted uterus;Man replace invert uter;32;2015
6995;Incision of cervix;Incision of cervix;32;2015
6996;Removal of cerclage material from cervix;Remove cervical cerclage;32;2015
6997;Removal of other penetrating foreign body from cervix;Remove penetrat cerv FB;32;2015
6998;Other operations on supporting structures of uterus;Uterine support op NEC;32;2015
6999;Other operations on cervix and uterus;Uterine operation NEC;32;2015
700;Culdocentesis;Culdocentesis;32;2015
7011;Hymenotomy;Hymenotomy;32;2015
7012;Culdotomy;Culdotomy;32;2015
7013;Lysis of intraluminal adhesions of vagina;Intralum vag adhesiolys;32;2015
7014;Other vaginotomy;Vaginotomy NEC;32;2015
7021;Vaginoscopy;Vaginoscopy;32;2015
7022;Culdoscopy;Culdoscopy;32;2015
7023;Biopsy of cul-de-sac;Cul-de-sac biopsy;32;2015
7024;Vaginal biopsy;Vaginal biopsy;32;2015
7029;Other diagnostic procedures on vagina and cul-de-sac;Vagin/cul-de-sac dx NEC;32;2015
7031;Hymenectomy;Hymenectomy;32;2015
7032;Excision or destruction of lesion of cul-de-sac;Excis cul-de-sac lesion;32;2015
7033;Excision or destruction of lesion of vagina;Excision vaginal lesion;32;2015
704;Obliteration and total excision of vagina;Vaginal obliteration;32;2015
7050;Repair of cystocele and rectocele;Cystocel/rectocel repair;32;2015
7051;Repair of cystocele;Cystocele repair;32;2015
7052;Repair of rectocele;Rectocele repair;32;2015
7053;Repair of cystocele and rectocele with graft or prosthesis;Cysto & recto w grf/pros;32;2015
7054;Repair of cystocele with graft or prosthesis;Rep cystocel w grft/pros;32;2015
7055;Repair of rectocele with graft or prosthesis;Rep rectocele w grf/pros;32;2015
7061;Vaginal construction;Vaginal construction;32;2015
7062;Vaginal reconstruction;Vaginal reconstruction;32;2015
7063;Vaginal construction with graft or prosthesis;Vaginal const w grf/pros;32;2015
7064;Vaginal reconstruction with graft or prosthesis;Vag reconst w grft/pros;32;2015
7071;Suture of laceration of vagina;Suture vagina laceration;32;2015
7072;Repair of colovaginal fistula;Repair colovagin fistula;32;2015
7073;Repair of rectovaginal fistula;Repair rectovag fistula;32;2015
7074;Repair of other vaginoenteric fistula;Rep vaginoent fistul NEC;32;2015
7075;Repair of other fistula of vagina;Repair vag fistula NEC;32;2015
7076;Hymenorrhaphy;Hymenorrhaphy;32;2015
7077;Vaginal suspension and fixation;Vaginal suspens & fixat;32;2015
7078;Vaginal suspension and fixation with graft or prosthesis;Vag susp/fix w grft/pros;32;2015
7079;Other repair of vagina;Vaginal repair NEC;32;2015
708;Obliteration of vaginal vault;Vaginal vault obliterat;32;2015
7091;Other operations on vagina;Vaginal operation NEC;32;2015
7092;Other operations on cul-de-sac;Cul-de-sac operation NEC;32;2015
7093;Other operations on cul-de-sac with graft or prosthesis;Cul-de-sac grf/pros NEC;32;2015
7094;Insertion of biological graft;Insert biological graft;32;2015
7095;Insertion of synthetic graft or prosthesis;Insert synth graft/prost;32;2015
7101;Lysis of vulvar adhesions;Vulvar adhesiolysis;32;2015
7109;Other incision of vulva and perineum;Incis vulva/perineum NEC;32;2015
7111;Biopsy of vulva;Vulvar biopsy;32;2015
7119;Other diagnostic procedures on vulva;Vulvar diagnos proc NEC;32;2015
7121;Percutaneous aspiration of Bartholin's gland (cyst);Percutan bartholin aspir;32;2015
7122;Incision of Bartholin's gland (cyst);Incise bartholin's gland;32;2015
7123;Marsupialization of Bartholin's gland (cyst);Bartholin gland marsup;32;2015
7124;Excision or other destruction of Bartholin's gland (cyst);Destruc bartholin gland;32;2015
7129;Other operations on Bartholin's gland;Bartholin's gland op NEC;32;2015
713;Other local excision or destruction of vulva and perineum;Local vulvar excis NEC;32;2015
714;Operations on clitoris;Operations on clitoris;32;2015
715;Radical vulvectomy;Radical vulvectomy;32;2015
7161;Unilateral vulvectomy;Unilateral vulvectomy;32;2015
7162;Bilateral vulvectomy;Bilateral vulvectomy;32;2015
7171;Suture of laceration of vulva or perineum;Suture vulvar laceration;32;2015
7172;Repair of fistula of vulva or perineum;Repair vulvar fistula;32;2015
7179;Other repair of vulva and perineum;Vulvar/perin repair NEC;32;2015
718;Other operations on vulva;Other vulvar operations;32;2015
719;Other operations on female genital organs;Other female genital ops;32;2015
720;Low forceps operation;Low forceps operation;32;2015
721;Low forceps operation with episiotomy;Low forceps w episiotomy;32;2015
7221;Mid forceps operation with episiotomy;Mid forceps w episiotomy;32;2015
7229;Other mid forceps operation;Mid forceps op NEC;32;2015
7231;High forceps operation with episiotomy;High forceps w episiot;32;2015
7239;Other high forceps operation;High forceps op NEC;32;2015
724;Forceps rotation of fetal head;Forceps rotat fetal head;32;2015
7251;Partial breech extraction with forceps to aftercoming head;Part brch extrac w forcp;32;2015
7252;Other partial breech extraction;Part breech extract NEC;32;2015
7253;Total breech extraction with forceps to aftercoming head;Tot brch extrac w forcep;32;2015
7254;Other total breech extraction;Tot breech extrac NEC;32;2015
726;Forceps application to aftercoming head;Forceps-aftercoming head;32;2015
7271;Vacuum extraction with episiotomy;Vacuum ext del w episiot;32;2015
7279;Other vacuum extraction;Vacuum extract del NEC;32;2015
728;Other specified instrumental delivery;Instrument delivery NEC;32;2015
729;Unspecified instrumental delivery;Instrument delivery NOS;32;2015
7301;Induction of labor by artificial rupture of membranes;Induct labor-rupt memb;32;2015
7309;Other artificial rupture of membranes;Artif rupt membranes NEC;32;2015
731;Other surgical induction of labor;Surg induct labor NEC;32;2015
7321;Internal and combined version without extraction;Int/comb version no extr;32;2015
7322;Internal and combined version with extraction;Int/comb version w extr;32;2015
733;Failed forceps;Failed forceps;32;2015
734;Medical induction of labor;Medical induction labor;32;2015
7351;Manual rotation of fetal head;Manual rotat fetal head;32;2015
7359;Other manually assisted delivery;Manual assist deliv NEC;32;2015
736;Episiotomy;Episiotomy;32;2015
738;Operations on fetus to facilitate delivery;Fetal ops-facilitate del;32;2015
7391;External version assisting delivery;Ext version-assist deliv;32;2015
7392;Replacement of prolapsed umbilical cord;Replace prolapsed cord;32;2015
7393;Incision of cervix to assist delivery;Incis cx to assist deliv;32;2015
7394;Pubiotomy to assist delivery;Pubiotomy to assist del;32;2015
7399;Other operations assisting delivery;Ops assisting deliv NEC;32;2015
740;Classical cesarean section;Classical c-section;32;2015
741;Low cervical cesarean section;Low cervical c-section;32;2015
742;Extraperitoneal cesarean section;Extraperitoneal c-sect;32;2015
743;Removal of extratubal ectopic pregnancy;Rem extratub ectop preg;32;2015
744;Cesarean section of other specified type;Cesarean section NEC;32;2015
7491;Hysterotomy to terminate pregnancy;Hysterotomy to termin pg;32;2015
7499;Other cesarean section of unspecified type;Cesarean section NOS;32;2015
750;Intra-amniotic injection for abortion;Intra-amnion inj for ab;32;2015
751;Diagnostic amniocentesis;Diagnostic amniocentesis;32;2015
752;Intrauterine transfusion;Intrauterine transfusion;32;2015
7531;Amnioscopy;Amnioscopy;32;2015
7532;Fetal EKG (scalp);Fetal ekg;32;2015
7533;Fetal blood sampling and biopsy;Fetal blood sample/bx;32;2015
7534;Other fetal monitoring;Other fetal monitoring;32;2015
7535;Other diagnostic procedures on fetus and amnion;Dx proc fetus/amnion NEC;32;2015
7536;Correction of fetal defect;Correction fetal defect;32;2015
7537;Amnioinfusion;Amnioinfusion;32;2015
7538;Fetal pulse oximetry;Fetal pulse oximetry;32;2015
754;Manual removal of retained placenta;Manual removal-placenta;32;2015
7550;Repair of current obstetric laceration of uterus, not otherwise specified;Repair ob lac uterus NOS;32;2015
7551;Repair of current obstetric laceration of cervix;Repair ob lacerat cervix;32;2015
7552;Repair of current obstetric laceration of corpus uteri;Repair ob lac corp uteri;32;2015
7561;Repair of current obstetric laceration of bladder and urethra;Repair ob lac blad/ureth;32;2015
7562;Repair of current obstetric laceration of rectum and sphincter ani;Repair ob lac rect/anus;32;2015
