"applno","productno","form","strength","referencedrug","drugname","activeingredient","referencestandard","tecode"
74433,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74433,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74433,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74433,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74434,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74434,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74434,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74434,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","1",
74436,1,"TABLET;ORAL","10MG",0,"CYCLOBENZAPRINE HYDROCHLORIDE","CYCLOBENZAPRINE HYDROCHLORIDE","0",
74437,1,"TABLET;ORAL","5MG",0,"PINDOLOL","PINDOLOL","0",
74437,2,"TABLET;ORAL","10MG",0,"PINDOLOL","PINDOLOL","0",
74438,1,"TABLET;ORAL","5MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74438,2,"TABLET;ORAL","10MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74439,1,"CAPSULE;ORAL","20MG",0,"NICARDIPINE HYDROCHLORIDE","NICARDIPINE HYDROCHLORIDE","0",
74439,2,"CAPSULE;ORAL","30MG",0,"NICARDIPINE HYDROCHLORIDE","NICARDIPINE HYDROCHLORIDE","0",
74441,1,"INJECTABLE;INJECTION","0.25MG/ML",0,"BUMETANIDE","BUMETANIDE","1",
74442,1,"TABLET;ORAL","600MG",0,"GEMFIBROZIL","GEMFIBROZIL","0",
74443,1,"SOLUTION/DROPS;OPHTHALMIC","4%",0,"CROLOM","CROMOLYN SODIUM","0",
74444,1,"CREAM;VAGINAL","2%",0,"MICONAZOLE NITRATE","MICONAZOLE NITRATE","0",
74445,1,"TABLET;ORAL","0.125MG",0,"TRIAZOLAM","TRIAZOLAM","0",
74445,2,"TABLET;ORAL","0.25MG",0,"TRIAZOLAM","TRIAZOLAM","0",
74446,1,"TABLET;ORAL","EQ 1MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74446,2,"TABLET;ORAL","EQ 2MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74446,3,"TABLET;ORAL","EQ 5MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74446,4,"TABLET;ORAL","EQ 10MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74447,1,"SOLUTION/DROPS;OPHTHALMIC","0.03%",0,"FLURBIPROFEN SODIUM","FLURBIPROFEN SODIUM","0",
74448,1,"TABLET;ORAL","50MG",0,"FLURBIPROFEN","FLURBIPROFEN","0",
74448,2,"TABLET;ORAL","100MG",0,"FLURBIPROFEN","FLURBIPROFEN","0",
74449,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 0.23% PHOSPHATE;10%",0,"SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE","PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM","1",
74450,1,"CAPSULE;ORAL","150MG",0,"MEXILETINE HYDROCHLORIDE","MEXILETINE HYDROCHLORIDE","0",
74450,2,"CAPSULE;ORAL","200MG",0,"MEXILETINE HYDROCHLORIDE","MEXILETINE HYDROCHLORIDE","0",
74450,3,"CAPSULE;ORAL","250MG",0,"MEXILETINE HYDROCHLORIDE","MEXILETINE HYDROCHLORIDE","0",
74451,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74451,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74451,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74451,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74452,1,"TABLET;ORAL","600MG",0,"GEMFIBROZIL","GEMFIBROZIL","0",
74453,1,"TABLET;ORAL","50MG",0,"METOPROLOL TARTRATE","METOPROLOL TARTRATE","0",
74453,2,"TABLET;ORAL","100MG",0,"METOPROLOL TARTRATE","METOPROLOL TARTRATE","0",
74454,1,"SYRUP;ORAL","EQ 2MG BASE/5ML",0,"ALBUTEROL SULFATE","ALBUTEROL SULFATE","0",
74455,1,"TABLET;ORAL","EQ 250MG BASE",0,"NAPROXEN SODIUM","NAPROXEN SODIUM","0",
74455,2,"TABLET;ORAL","EQ 500MG BASE",0,"NAPROXEN SODIUM","NAPROXEN SODIUM","0",
74456,1,"TABLET;ORAL","0.25MG",0,"ALPRAZOLAM","ALPRAZOLAM","0",
74456,2,"TABLET;ORAL","0.5MG",0,"ALPRAZOLAM","ALPRAZOLAM","0",
74456,3,"TABLET;ORAL","1MG",0,"ALPRAZOLAM","ALPRAZOLAM","0",
74457,1,"TABLET;ORAL","250MG",0,"NAPROXEN","NAPROXEN","0",
74457,2,"TABLET;ORAL","375MG",0,"NAPROXEN","NAPROXEN","0",
74457,3,"TABLET;ORAL","500MG",0,"NAPROXEN","NAPROXEN","0",
74458,1,"TABLET;ORAL","20MG",0,"MEGESTROL ACETATE","MEGESTROL ACETATE","0",
74458,2,"TABLET;ORAL","40MG",0,"MEGESTROL ACETATE","MEGESTROL ACETATE","0",
74459,1,"TABLET, DELAYED RELEASE;ORAL","25MG",0,"DICLOFENAC SODIUM","DICLOFENAC SODIUM","0",
74459,2,"TABLET, DELAYED RELEASE;ORAL","50MG",0,"DICLOFENAC SODIUM","DICLOFENAC SODIUM","0",
74459,3,"TABLET, DELAYED RELEASE;ORAL","75MG",0,"DICLOFENAC SODIUM","DICLOFENAC SODIUM","0",
74460,1,"CAPSULE;ORAL","10MG",0,"PIROXICAM","PIROXICAM","0",
74460,2,"CAPSULE;ORAL","20MG",0,"PIROXICAM","PIROXICAM","0",
74461,1,"TABLET;ORAL","2.5MG",0,"INDAPAMIDE","INDAPAMIDE","1",
74461,2,"TABLET;ORAL","1.25MG",0,"INDAPAMIDE","INDAPAMIDE","0",
74462,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74462,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74462,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74462,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74463,1,"TABLET;ORAL","800MG",0,"CIMETIDINE","CIMETIDINE","0",
74464,1,"CAPSULE, EXTENDED RELEASE;ORAL","75MG",0,"INDOMETHACIN","INDOMETHACIN","1",
74465,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 0.25% BASE",0,"TIMOLOL MALEATE","TIMOLOL MALEATE","0",
74466,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 0.5% BASE",0,"TIMOLOL MALEATE","TIMOLOL MALEATE","0",
74467,1,"TABLET;ORAL","EQ 150MG BASE",0,"RANITIDINE HYDROCHLORIDE","RANITIDINE HYDROCHLORIDE","0",
74467,2,"TABLET;ORAL","EQ 300MG BASE",0,"RANITIDINE HYDROCHLORIDE","RANITIDINE HYDROCHLORIDE","0",
74468,1,"INJECTABLE;INJECTION","EQ 360MG BASE/100ML",0,"CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE","0",
74468,2,"INJECTABLE;INJECTION","EQ 480MG BASE/100ML",0,"CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE","0",
74468,3,"INJECTABLE;INJECTION","EQ 180MG BASE/100ML",0,"CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE","0",
74468,4,"INJECTABLE;INJECTION","EQ 240MG BASE/100ML",0,"CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE","0",
74468,5,"INJECTABLE;INJECTION","EQ 90MG BASE/100ML",0,"CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE","0",
74468,6,"INJECTABLE;INJECTION","EQ 120MG BASE/100ML",0,"CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE","0",
74471,1,"INJECTABLE;INJECTION","10MG/ML",0,"NALBUPHINE HYDROCHLORIDE","NALBUPHINE HYDROCHLORIDE","0",
74471,2,"INJECTABLE;INJECTION","20MG/ML",0,"NALBUPHINE HYDROCHLORIDE","NALBUPHINE HYDROCHLORIDE","0",
74472,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74472,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74472,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74472,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74473,1,"TABLET;ORAL","EQ 600MG BASE",0,"TOLMETIN SODIUM","TOLMETIN SODIUM","1",
74474,1,"TABLET;ORAL","5MG",0,"PINDOLOL","PINDOLOL","0",
74474,2,"TABLET;ORAL","10MG",0,"PINDOLOL","PINDOLOL","0",
74476,1,"CAPSULE;ORAL","500MG",0,"HYDROXYUREA","HYDROXYUREA","0",
74477,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74477,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74477,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74477,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74478,1,"TABLET;ORAL","EQ 5MG BASE",0,"METOCLOPRAMIDE HYDROCHLORIDE","METOCLOPRAMIDE HYDROCHLORIDE","0",
74478,2,"TABLET;ORAL","EQ 10MG BASE",0,"METOCLOPRAMIDE HYDROCHLORIDE","METOCLOPRAMIDE HYDROCHLORIDE","0",
74479,1,"TABLET;ORAL","0.25MG",0,"ALPRAZOLAM","ALPRAZOLAM","0",
74479,2,"TABLET;ORAL","0.5MG",0,"ALPRAZOLAM","ALPRAZOLAM","0",
74479,3,"TABLET;ORAL","1MG",0,"ALPRAZOLAM","ALPRAZOLAM","0",
74480,1,"TABLET;ORAL","EQ 500MG BASE",0,"NAPROXEN SODIUM","NAPROXEN SODIUM","0",
74480,2,"TABLET;ORAL","EQ 250MG BASE",0,"NAPROXEN SODIUM","NAPROXEN SODIUM","0",
74481,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74481,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74481,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74481,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74483,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74483,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74483,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74483,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74488,1,"TABLET;ORAL","EQ 150MG BASE",0,"RANITIDINE HYDROCHLORIDE","RANITIDINE HYDROCHLORIDE","0",
74488,2,"TABLET;ORAL","EQ 300MG BASE",0,"RANITIDINE HYDROCHLORIDE","RANITIDINE HYDROCHLORIDE","0",
74489,1,"CREAM;TOPICAL","0.2%",0,"HYDROCORTISONE VALERATE","HYDROCORTISONE VALERATE","0",
74493,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74493,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74493,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74493,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74495,1,"TABLET;ORAL","EQ 250MG BASE",0,"NAPROXEN SODIUM","NAPROXEN SODIUM","0",
74495,2,"TABLET;ORAL","EQ 500MG BASE",0,"NAPROXEN SODIUM","NAPROXEN SODIUM","0",
74496,1,"INJECTABLE;INJECTION","2MG/ML",0,"LORAZEPAM","LORAZEPAM","0",
74496,2,"INJECTABLE;INJECTION","4MG/ML",0,"LORAZEPAM","LORAZEPAM","0",
74497,1,"TABLET;ORAL","5MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74497,2,"TABLET;ORAL","10MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74498,1,"TABLET;ORAL","2.5MG",0,"INDAPAMIDE","INDAPAMIDE","0",
74498,2,"TABLET;ORAL","1.25MG",0,"INDAPAMIDE","INDAPAMIDE","0",
74499,1,"TABLET;ORAL","25MG",0,"ATENOLOL","ATENOLOL","0",
74500,1,"SOLUTION;TOPICAL","2%",0,"MINOXIDIL (FOR MEN)","MINOXIDIL","0",
74501,1,"TABLET;ORAL","20MG",0,"NADOLOL","NADOLOL","0",
74501,2,"TABLET;ORAL","40MG",0,"NADOLOL","NADOLOL","0",
74501,3,"TABLET;ORAL","80MG",0,"NADOLOL","NADOLOL","0",
74502,1,"LIQUID;INHALATION","99.9%",0,"ISOFLURANE","ISOFLURANE","0",
74504,1,"TABLET;ORAL","EQ 10MG BASE",0,"TAMOXIFEN CITRATE","TAMOXIFEN CITRATE","0",
74504,2,"TABLET;ORAL","EQ 20MG BASE",0,"TAMOXIFEN CITRATE","TAMOXIFEN CITRATE","0",
74505,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74505,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74505,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74505,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74506,1,"TABLET;ORAL","200MG",0,"CIMETIDINE","CIMETIDINE","0",
74506,2,"TABLET;ORAL","300MG",0,"CIMETIDINE","CIMETIDINE","0",
74506,3,"TABLET;ORAL","400MG",0,"CIMETIDINE","CIMETIDINE","0",
74506,4,"TABLET;ORAL","800MG",0,"CIMETIDINE","CIMETIDINE","0",
74507,1,"GUM, CHEWING;BUCCAL","EQ 2MG BASE",0,"NICOTINE POLACRILEX","NICOTINE POLACRILEX","0",
74509,1,"SYRUP;ORAL","50MG/5ML",0,"AMANTADINE HYDROCHLORIDE","AMANTADINE HYDROCHLORIDE","1",
74510,1,"INJECTABLE;INJECTION","20MG/ML",0,"ETOPOSIDE","ETOPOSIDE","0",
74511,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 0.23% PHOSPHATE;10%",0,"SULSTER","PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM","0",
74512,1,"TABLET;ORAL","1.34MG",0,"CLEMASTINE FUMARATE","CLEMASTINE FUMARATE","0",
74513,1,"INJECTABLE;INJECTION","20MG/ML",0,"ETOPOSIDE","ETOPOSIDE","0",
74514,1,"TABLET, DELAYED RELEASE;ORAL","50MG",0,"DICLOFENAC SODIUM","DICLOFENAC SODIUM","0",
74514,2,"TABLET, DELAYED RELEASE;ORAL","75MG",0,"DICLOFENAC SODIUM","DICLOFENAC SODIUM","0",
74515,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 0.25% BASE",0,"TIMOLOL MALEATE","TIMOLOL MALEATE","0",
74516,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 0.5% BASE",0,"TIMOLOL MALEATE","TIMOLOL MALEATE","0",
74517,1,"TABLET;ORAL","EQ 4MG BASE",0,"GUANABENZ ACETATE","GUANABENZ ACETATE","0",
74517,2,"TABLET;ORAL","EQ 8MG BASE",0,"GUANABENZ ACETATE","GUANABENZ ACETATE","0",
74519,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74519,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74519,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74519,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74520,1,"SYRUP;ORAL","5MG/5ML",0,"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE","0",
74521,1,"INJECTABLE;INJECTION","5MG/ML",0,"DIPYRIDAMOLE","DIPYRIDAMOLE","0",
74522,1,"SOLUTION;DENTAL","0.12%",0,"CHLORHEXIDINE GLUCONATE","CHLORHEXIDINE GLUCONATE","0",
74523,1,"TABLET;ORAL","250MG",0,"METROMIDOL","METRONIDAZOLE","0",
74523,2,"TABLET;ORAL","500MG",0,"METROMIDOL","METRONIDAZOLE","0",
74524,1,"INJECTABLE;INJECTION","EQ 50MG BASE/ML",0,"KETAMINE HYDROCHLORIDE","KETAMINE HYDROCHLORIDE","0",
74524,2,"INJECTABLE;INJECTION","EQ 100MG BASE/ML",0,"KETAMINE HYDROCHLORIDE","KETAMINE HYDROCHLORIDE","0",
74525,1,"TABLET;ORAL","200MG",0,"IBUPROFEN","IBUPROFEN","0",
74529,1,"INJECTABLE;INJECTION","20MG/ML",0,"ETOPOSIDE","ETOPOSIDE","0",
74530,1,"TABLET;ORAL","EQ 1MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74530,2,"TABLET;ORAL","EQ 2MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74530,3,"TABLET;ORAL","EQ 5MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74530,4,"TABLET;ORAL","EQ 10MG BASE",0,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","0",
74531,1,"INJECTABLE;INJECTION","25MG/ML",0,"FLUPHENAZINE DECANOATE","FLUPHENAZINE DECANOATE","0",
74532,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74532,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74532,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74532,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74533,1,"TABLET;ORAL","200MG",0,"IBUPROFEN","IBUPROFEN","0",
74534,1,"INJECTABLE;INJECTION","EQ 0.05MG BASE/ML",0,"SUFENTANIL CITRATE","SUFENTANIL CITRATE","0",
74535,1,"INJECTABLE;INJECTION","2MG/ML",0,"LORAZEPAM","LORAZEPAM","0",
74535,2,"INJECTABLE;INJECTION","4MG/ML",0,"LORAZEPAM","LORAZEPAM","0",
74536,1,"SOLUTION;ORAL","EQ 1MG BASE/ML",0,"HALOPERIDOL LACTATE","HALOPERIDOL LACTATE","0",
74537,1,"TABLET;ORAL","5MG",0,"SELEGILINE HYDROCHLORIDE","SELEGILINE HYDROCHLORIDE","0",
74538,1,"TABLET;ORAL-21","0.03MG,0.04MG,0.03MG;0.05MG,0.075MG,0.125MG",0,"TRIVORA-21","ETHINYL ESTRADIOL; LEVONORGESTREL","0",
74538,2,"TABLET;ORAL-28","0.03MG,0.04MG,0.03MG;0.05MG,0.075MG,0.125MG",0,"TRIVORA-28","ETHINYL ESTRADIOL; LEVONORGESTREL","1",
74539,1,"TABLET;ORAL","EQ 10MG BASE",0,"TAMOXIFEN CITRATE","TAMOXIFEN CITRATE","0",
74540,1,"CAPSULE;ORAL","20MG",0,"NICARDIPINE HYDROCHLORIDE","NICARDIPINE HYDROCHLORIDE","0",
74540,2,"CAPSULE;ORAL","30MG",0,"NICARDIPINE HYDROCHLORIDE","NICARDIPINE HYDROCHLORIDE","0",
74541,1,"SOLUTION;ORAL","EQ 300MG BASE/5ML",0,"CIMETIDINE HYDROCHLORIDE","CIMETIDINE HYDROCHLORIDE","0",
74542,1,"TABLET;ORAL","5MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74542,2,"TABLET;ORAL","10MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74543,1,"SOLUTION;INHALATION","EQ 0.5% BASE",0,"ALBUTEROL SULFATE","ALBUTEROL SULFATE","0",
74544,1,"TABLET;ORAL","EQ 5MG BASE",0,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
74544,2,"TABLET;ORAL","EQ 25MG BASE",0,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
74545,1,"INJECTABLE;INJECTION","EQ 12.5MG BASE/ML",0,"DOBUTAMINE HYDROCHLORIDE","DOBUTAMINE HYDROCHLORIDE","0",
74546,1,"TABLET;ORAL","25MG",0,"CLOZAPINE","CLOZAPINE","0",
74546,2,"TABLET;ORAL","100MG",0,"CLOZAPINE","CLOZAPINE","0",
74549,1,"INJECTABLE;INJECTION","EQ 50MG BASE/ML",0,"KETAMINE HYDROCHLORIDE","KETAMINE HYDROCHLORIDE","0",
74549,2,"INJECTABLE;INJECTION","EQ 100MG BASE/ML",0,"KETAMINE HYDROCHLORIDE","KETAMINE HYDROCHLORIDE","0",
74550,1,"TABLET;ORAL","5MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74550,2,"TABLET;ORAL","10MG",0,"GLIPIZIDE","GLIPIZIDE","0",
74551,1,"INJECTABLE;INJECTION","2MG/ML",0,"LORAZEPAM","LORAZEPAM","0",
74551,2,"INJECTABLE;INJECTION","4MG/ML",0,"LORAZEPAM","LORAZEPAM","0",
74551,3,"INJECTABLE;INJECTION","1MG/0.5ML",0,"LORAZEPAM","LORAZEPAM","0",
74552,1,"TABLET;ORAL","EQ 150MG BASE",0,"RANITIDINE HYDROCHLORIDE","RANITIDINE HYDROCHLORIDE","0",
74552,2,"TABLET;ORAL","EQ 300MG BASE",0,"RANITIDINE HYDROCHLORIDE","RANITIDINE HYDROCHLORIDE","0",
74553,1,"SOLUTION;ORAL","EQ 300MG BASE/5ML",0,"CIMETIDINE HYDROCHLORIDE","CIMETIDINE HYDROCHLORIDE","0",
74554,1,"POWDER;ORAL","EQ 4GM RESIN/PACKET",0,"CHOLESTYRAMINE","CHOLESTYRAMINE","0",
74554,2,"POWDER;ORAL","EQ 4GM RESIN/SCOOPFUL",0,"CHOLESTYRAMINE","CHOLESTYRAMINE","0",
74555,1,"POWDER;ORAL","EQ 4GM RESIN/PACKET",0,"CHOLESTYRAMINE LIGHT","CHOLESTYRAMINE","0",
74555,2,"POWDER;ORAL","EQ 4GM RESIN/SCOOPFUL",0,"CHOLESTYRAMINE LIGHT","CHOLESTYRAMINE","0",
74556,1,"TABLET;ORAL","200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",0,"ACYCLOVIR","ACYCLOVIR","0",
74556,2,"TABLET;ORAL","400MG",0,"ACYCLOVIR","ACYCLOVIR","0",
74556,3,"TABLET;ORAL","800MG",0,"ACYCLOVIR","ACYCLOVIR","0",
74557,1,"POWDER;ORAL","EQ 4GM RESIN/PACKET",0,"CHOLESTYRAMINE","CHOLESTYRAMINE","1",
74557,2,"POWDER;ORAL","EQ 4GM RESIN/SCOOPFUL",0,"CHOLESTYRAMINE","CHOLESTYRAMINE","0",
74558,1,"POWDER;ORAL","EQ 4GM RESIN/PACKET",0,"CHOLESTYRAMINE LIGHT","CHOLESTYRAMINE","1",
74558,2,"POWDER;ORAL","EQ 4GM RESIN/SCOOPFUL",0,"CHOLESTYRAMINE LIGHT","CHOLESTYRAMINE","0",
74559,1,"FILM, EXTENDED RELEASE;TRANSDERMAL","0.6MG/HR",0,"NITROGLYCERIN","NITROGLYCERIN","1",
74559,2,"FILM, EXTENDED RELEASE;TRANSDERMAL","0.4MG/HR",0,"NITROGLYCERIN","NITROGLYCERIN","1",
74559,3,"FILM, EXTENDED RELEASE;TRANSDERMAL","0.2MG/HR",0,"NITROGLYCERIN","NITROGLYCERIN","1",
74559,4,"FILM, EXTENDED RELEASE;TRANSDERMAL","0.1MG/HR",0,"NITROGLYCERIN","NITROGLYCERIN","1",
74560,2,"TABLET;ORAL","100MG",0,"FLURBIPROFEN","FLURBIPROFEN","0",
74561,1,"POWDER;ORAL","EQ 4GM RESIN/PACKET",0,"LOCHOLEST","CHOLESTYRAMINE","0",
74561,2,"POWDER;ORAL","EQ 4GM RESIN/SCOOPFUL",0,"LOCHOLEST","CHOLESTYRAMINE","0",
74562,1,"POWDER;ORAL","EQ 4GM RESIN/PACKET",0,"LOCHOLEST LIGHT","CHOLESTYRAMINE","0",
74562,2,"POWDER;ORAL","EQ 4GM RESIN/SCOOPFUL",0,"LOCHOLEST LIGHT","CHOLESTYRAMINE","0",
74565,1,"TABLET;ORAL","5MG",0,"SELEGILINE HYDROCHLORIDE","SELEGILINE HYDROCHLORIDE","0",
74566,1,"TABLET;ORAL","800MG",0,"CIMETIDINE","CIMETIDINE","0",
74567,1,"TABLET;ORAL","200MG;30MG",0,"IBUPROHM COLD AND SINUS","IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE","0",
74568,1,"TABLET;ORAL","200MG",0,"CIMETIDINE","CIMETIDINE","0",
74568,2,"TABLET;ORAL","300MG",0,"CIMETIDINE","CIMETIDINE","0",
74568,3,"TABLET;ORAL","400MG",0,"CIMETIDINE","CIMETIDINE","0",
74569,1,"TABLET;ORAL","0.5MG",0,"CLONAZEPAM","CLONAZEPAM","0",
74569,2,"TABLET;ORAL","1MG",0,"CLONAZEPAM","CLONAZEPAM","0",
74569,3,"TABLET;ORAL","2MG",0,"CLONAZEPAM","CLONAZEPAM","0",
74570,2,"CAPSULE;ORAL","200MG",0,"ACYCLOVIR","ACYCLOVIR","0",
74574,1,"INJECTABLE;INJECTION","0.004MG/ML",0,"DESMOPRESSIN ACETATE PRESERVATIVE FREE","DESMOPRESSIN ACETATE","0",
74575,1,"INJECTABLE;INJECTION","0.004MG/ML",0,"DESMOPRESSIN ACETATE","DESMOPRESSIN ACETATE","0",
74576,1,"TABLET;ORAL","12.5MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74576,2,"TABLET;ORAL","25MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74576,3,"TABLET;ORAL","50MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74576,4,"TABLET;ORAL","100MG",0,"CAPTOPRIL","CAPTOPRIL","0",
74578,1,"CAPSULE;ORAL","200MG",0,"ACYCLOVIR","ACYCLOVIR","0",
74579,1,"CREAM;TOPICAL","EQ 0.05% BASE",0,"BETAMETHASONE DIPROPIONATE","BETAMETHASONE DIPROPIONATE","0",
74580,1,"SOLUTION;TOPICAL","1%",0,"CLOTRIMAZOLE","CLOTRIMAZOLE","1",
74582,1,"CAPSULE;ORAL","200MG",0,"DANAZOL","DANAZOL","1",
74582,2,"CAPSULE;ORAL","100MG",0,"DANAZOL","DANAZOL","0",
74582,3,"CAPSULE;ORAL","50MG",0,"DANAZOL","DANAZOL","0",
74584,1,"TABLET;ORAL","10MG",0,"BACLOFEN","BACLOFEN","0",
74584,2,"TABLET;ORAL","20MG",0,"BACLOFEN","BACLOFEN","0",
