"revpanstr","revpan","medspecstr","medspec","prodcode","devname","devclassstr","devclass","unclass","gmpexempt","thirdpartystr","thirdparty","revcode3str","revcode3","regnum","typeid","def","physstate","techmeth","targetarea","implant","lifesust"
"GU",7185,"GU",7185,"OQT","Prostate Lesion, Documentation, System","2",2,,"N","N",78,,,876.205017089844,1,"Produces an elasticity image of the prostate to document prostate abnormalities that were previously identified by digital rectal examination.","Cart-based system consisting of a hand-held rectal probe attached to a computer with proprietary image reconstruction software.","Uses an array of pressure sensors and image reconstruction software to create a 3-D map showing areas of relative tissue hardness or softness within the prostate.","Prostate, rectum.","N","N"
"AN",6578,"AN",6578,"OQU","Airway Monitoring System","2",2,,"N","N",78,,,868.572998046875,1,"The device is intended to assist in verifying ett tube placement, assist in detecting ett tube movement and obstruction of the tube tip","The device is comprised of a small monitor and a sterile, single use adapter.","The device uses acoustic reflection technologyto generate an audible sound signal from a speaker and two microphones that receive acoustic reflections that arise from within the ETT tube","The device is placed in-line between the ventilator circuit and the proximal end of the endotracheal tube of a patient who is connected to a ventilator.","N","N"
"MI",7773,"MI",7773,"OQW","2009 H1n1 Influenza Virus (Swine Origin), Nucleic Acid Or Antigen, Detection And Identification","2",2,,"N","N",78,,,866.333190917969,1,"2009 H1N1 influenza virus detection and identification reagents are used to directly detect and differentiate the 2009 H1N1 influenza virus in human respiratory specimens","Reagent Kit","Nucleic acid amplification or antigen detection assays","The device is an in-vitro diagnostic device; none of the body parts will utilize the device or are intended to be affected by the device","N","N"
"HE",7269,"HE",7269,"OQX","Self-Contained Blood Grouping","2",2,,"N","N",78,,,864.91748046875,1,"Intended for single use for individual blood group determination for educational and informational purposes","Plastic card with mixing channels and monoclonal antibodies","The device is self-contained and consists of reagents and reaction areas and requires no other accessories with the exception of those used to add the blood sample to the device","Plastic/paper card, plate, slide or microtubules with blood grouping antibodies","N","N"
"OB",7966,"OB",7966,"OQY","Intrauterine Tamponade Balloon","2",2,,"N","N",78,,,884.453002929688,1,"provides temporary control or reduction of postpartum uterine bleeding","The device consists of a catheter with a balloon at the distal end.  The balloon is distended to achieve tamponade or reduction of post partum uterine bleeding.","The clinician passes the balloon through the vagina and cervix into the uterus.  Then, he/she distends the balloon and closely monitors the patient's bleeding.","uterus, cervix, vagina","N","N"
"IM",7377,"IM",7377,"OQZ","Anti-Mutated Citrullinated Vimentin Igg","2",2,,"N","N",78,,,866.577514648438,1,"For the semi-quantitative measurement of IgG class autoantibodies against mutated citrullinated vimentin (MCV) in human serum or plasma.","antigen coated microtiter wells, calibrators, controls, enzyme conjugate and substrate, buffer","Enzyme Immunoassay (ELISA)","Serum or plasma","N","N"
"TX",8488,"TX",8488,"ORA","Breast Milk-Alcohol Test System","2",2,,"N","N",78,,,862.304016113281,1,"Is intended for use by consumers at home as a qualitative test to identify the presence of alcohol in breast milk.","Should not include serum, plasma or urine","Intended to detect the presence of alcohol in breast milk. the test utilizes an emzymatically catalyzed reaction of ethyl alcohol in the presence of oxygen to produce hydrogen peroxide. The peroxide produced along with a dye substrate, are enzymatically catalyzed with peroxidase to form a colored gree/blue dye. The initial reaction is catalyzed by alcohol oxidase enzyme produced from yeast whixh is specific to ethonal, methanol, isopropanol and will not react with alcohol having five or more carbons or with glycine, glycerol or serine.","Breast milk","N","N"
"HO",7279,"SU",8385,"ORC","Air Filter Portable Apparatus","2",2,,"N","N",78,,,878.507019042969,1,"The sytem is intended to control the surgical environment to prevent bacterial contamination during surgical procedures.","A reusable mobile HEPA air filtration unit with a hose connecting to a disposable air delivery unit to be place at the surgical site.","The system uses an air supply hose connected to nozzle design that is to be mounted, or applied to the incision drape in close proximity to the surgical site to provide direct air flow blowing over the surgical incision site that helps reduce the level of ambient airborne contamination.","Surgical site.","N","N"
"CV",6786,"CV",6786,"ORD","Optical Coherence Tomography, Intravascular Catheter","2",2,,"N","N",78,,,870.119995117188,1,"For intravascular visualization of the coronary vessel lumen and wall in patients who are candidates for transluminal interventional procedures.","A flexible intravascular catheter provides optical delivery and sensing of laser light to produce images of the vessel lumen and wall on its associated imaging system using optical coherence tomography technology.","A flexible intravascular catheter provides optical delivery and sensing of laser light to produce images of the vessel lumen and wall on its associated imaging system using optical coherence tomography technology.","Coronary vasculature","N","N"
"SU",8385,"SU",8385,"ORE","Cryogenic, Skin Tag Removal, Otc","2",2,,"N","N",78,,,878.434997558594,1,"removal of skin tags","by thermal cooling","apply crogenic device","skin tags in visible areas","N","N"
"HE",7269,"HE",7269,"ORG","Platelet And Plasma Separator For Bone Graft Handling","2",2,,"N","N",78,,,864.924499511719,1,"Preparation of autologous platelet rich plasma from a small sample of peripheral blood for mixing with bone graft to improve handling characteristics.","May include centrifuge, filters, tubes, syringes and needles","Uses centrifugal and/or filtration methods to separate the whole blood into components, after which the platelet rich plasma is withdrawn.","Blood drawn from peripheral veins, PRP applied to bony defects","N","N"
"TX",8488,"TX",8488,"ORH","Lamotrigine Assay","2",2,,"N","N",78,,,862.335021972656,1,"for the quantitative determination of  lamotrigine in human serum or plasma on automated clinical chemistry analyzers.","monitoring of anti-seizure drug","Immunoassay","in vitro diagnostic","N","N"
"TX",8488,"TX",8488,"ORI","Levetiracetam Assay","2",2,,"N","N",78,,,862.335021972656,1,"For the quantitative determination of levetiracetam in human serum or plasma.","measurement of anit-seizure medication","immunoassay","in vitro diagnostic","N","N"
"SU",8385,"SU",8385,"ORK","Laser Assisted Lipolysis","2",2,,"N","N",78,,,878.481018066406,1,"Intended to be used for laser assisted lipolysis","The device is a laser module.","Laser Assisted Lipolysis is a procedure that uses laser energy to melt small volume of fat. The fat is then removed from the body by aspiration.","A small volume (up to 120cc) of localized deposits of fat per treatment such as chin or upper arm (triceps)","N","N"
"MI",7773,,,"ORL","T-Cell Xtend Reagent","3",3,,"N","N",78,,,,2,"The reagent is for the pre-treatment of whole blood prior to lymphocyte separation. The reagent aids in the removal of selected white blood cells from whole blood stored at room temperature (18-25°C).","Liquid reagent","The reagent contains bispecific monoclonal antibodies which are directed against cell surface markers on selected white blood cells and glycophorin A on red blood cells. The reagent cross-links the selected white blood cells with the red blood cells, which increases the density of the selected cells. When a density gradient is applied during the blood cell extraction process, the selected white blood cells remain separated into the red blood cell layer away from the PBMC layer and non-selected cells, including T cells and antigen presenting cells contained in the PBMC layer.","Whole blood samples","N","N"
"SU",8385,"SU",8385,"ORQ","Mesh, Surgical, Deployer","2",2,,"N","N",78,,,878.330017089844,1,"Intended to be used to facilitate the delivery of soft tissue prosthetics during the  laparoscopic repair of soft tissue defects (e.G. Hernia repair).","manual laparoscopic surgical instrument ;operation handle and deployment section.","intended to facilitate hernia mesh delivery and placement during laparoscopic ventral hernia repair.","abdominal cavity","N","N"
"EN",6978,"NE",7869,"ORR","Neurological Stereotaxic Instrument, Real-Time Intraoperative Mri","2",2,,"N","N",78,,,882.455993652344,1,"To aid the surgeon in planning and conducting general stereotactic neurosurgery in an MRI suite.","Software:  aquire MR images, trajectory planning, guidance regarding alignment of targeting frame with planned trajectory, confirmation of final tool position (MR compatible tools only).  Hardware:  stereotaxic frame and accessories (e.g. various diameter guide tubes, MRI-visible marking grid to facilitate identifying burr hole location on skull).","Device software receives real-time, intraoperative MR images of the brain target and the trajectory of the targeting frame attached to the patient's skull.  Software and MRIs are used to plan trajectory, guide alignment of frame with planned trajectory, and confirm final position of surgical tool (MR compatible tools only).","skull and brain","N","N"
"NE",7869,"NE",7869,"ORT","Burst Suppression Detection Software For Electroencephalograph","2",2,,"N","N",78,,,882.140014648438,1,"Automatically mark or identify electroencephalograph waveforms for rhythmic patterns of burst suppression in order to aid in identification of such events and help in the review and annotation of prolonged EEG traces; software can also quantify simple characteristics of the burst suppression such as inter-burst interval or count; all output subject to verification by qualified user.","Electroencephalograph analysis software.  Does NOT include electrodes, electroencephalograph hardware, basic electroencephalograph software (e.g. used to display, store, archive, or manually annotate data), automatic event (i.e., seizure) detection software or automatic event-detection software used as an intermediary step in source-localization analysis.","Uses simple, transparent software algorithms to analyze any size montage (full or reduced) for burst suppression patterns and automatically identify areas of interest or quantify pattern characteristics.","Brain","N","N"
"HO",7279,"HO",7279,"ORW","N95 Respirator With Antimicrobial/Antiviral Agent For Use By The General Public In Public Health Medical Emergencies","2",2,,"N","N",78,,,880.6259765625,1,"A single use, disposable, NIOSH-approved N95 respirator intended for use by the general public in public health medical emergencies to cover the nose and mouth of the wearer to help reduce wearer exposure to pathogenic biological particulates and has an added antimicrobial and/or antiviral agent which kills specified pathogens under specified contact conditions.","Solid.","Filtration. Antimicrobial / antiviral agent effectiveness.","It is a respirator.","N","N"
"DE",6869,"DE",6869,"ORY","Prelude Tongue Suspension System","2",2,,"N","N",78,,,872.557006835938,1,"Intended to be used for anterior advancement of the tongue base by means of a bone screw threaded with a suture.  It is indicated for the treatment of obstructive sleep apnea (OSA) and/or snoring.","Bone screw and suture material","Physical advancement of the tongue.","Oral cavity","Y","N"
"OP",7980,"OP",7980,"ORZ","Eyelid Thermal Pulsation System","2",2,,"N","N",78,,,886.52001953125,1,"Therapeutic application of heat and massage to the eyelids.","Comprised of two components, a single-use disposable unit made of biocompatible polycarbonate and silicone that is inserted around the patient's eyelids, and a handheld control system, which connects to the single-use disposable unit","Battery-operated, handheld device that the physician uses in an in-office procedure to control the application of warmth and massage to the eyelids. The handheld device connects to a single-use disposable unit made of biocompatible polycarbonate and silicone that is inserted around the patient's eyelids. The device provides controlled warmth to the inner eyelid surface, close to the location of the meibomian glands, and intermittent massage to the outer eyelid surface to facilitate release of lipid from the cystic meibomian glands.","eyelids","N","N"
"OR",7982,"NE",7869,"OSE","Patient Specific Manual Navigation System","2",2,,"N","N",78,,,882.455993652344,1,"Intended for defining implant alignment relative to a patient's anatomy.","Manual Instrument with auxiliary software.","Pre-operative imagery is used to establish a correlation between the patient's anatomy and the instrument.","Orthopedic Joints","N","N"
"OR",7982,"NE",7869,"OSF","Patient Specific Manual Orthopedic Stereotaxic System","2",2,,"N","N",78,,,882.455993652344,1,"Intended for defining orthopedic acetabular implant alignment relative to a patient's anatomy.","Manual instrument and auxiliary software.","Pre-operative imagery, such as CT or radiographs, is used to establish a correlation between the patient's AP plane and the instrument's plane.","Acetabulum","N","N"
"NE",7869,"NE",7869,"OSG","Piezo-Electric Stimulator For Relief Of Mosquito Bite Itch","2",2,,"N","N",78,,,882.589416503906,4,"Relief / Reduction of Mosquito Bite Itch","The device is hand-held, composed of an insulated housing which contains a piezo-electric crystal and conductive elements to deliver charge to the skin, as well as a moving mechanical part to allow the intended user to generate the force to produce the electrical charge.","Electrical charge, generated via piezo-electric crystal, delivered transcutaneously at the site of the mosquito bite. The piezo-electric crystal generates electrical charge by the application of a manual mechanical force.","Intended to be placed on the skin, at the site of a mosquito bite.","N","N"
"OR",7982,"OR",7982,"OSH","Pedicle Screw Spinal System, Adolescent Idiopathic Scoliosis","2",2,,"N","N",78,,,888.307006835938,1,"Intended to stabilize the thoracolumbar spine as an adjunct to fusion using allograft and/or autograft to treat adolescent idiopathic scoliosis.","Bone screws, rods, and hooks intended to stabilize the spine as an adjunct to fusion","Acts as a spinal fusion system with autograft and/or allograft to stabilize the spine as an adjunct to fusion to treat adolescent idiopathic scoliosis","Posterior, non-cervical spinal column in adolescent patients","Y","N"
"HO",7279,"HO",7279,"OSI","Bariatric Bed","2",2,,"N","N",78,,,880.510009765625,4,"A bed intended for obese patients weighing 500 pounds and above.  Beds can expand from 38 to 60 inches in width.","Bed","Bed","Bed","N","N"
"IM",7377,"IM",7377,"OSK","Anti-Glutamate Receptor (Type Nmda) Ifa","2",2,,"N","N",78,,,866.565979003906,1,"Intended for the qualitative determination of autoantibodies against glutamate receptor (type NMDA) in human serum. Used as an aid in the diagnosis of anti-glutamate receptor (type NMDA) autoimmune encephalitis in conjunction with other laboratory and clinical findings.","Solid, liquid","Immunofluorescent assay with multiple substrates","Human serum","N","N"
"HE",7269,"HE",7269,"OSL","Control, Fecal Occult Blood","2",2,,"N","N",78,,,864.655029296875,4,"Fecal occult blood controls (Negative and positive) are used to verify the performance of the fecal occult blood test devices.","The control solutions are in the aqueous form.","The test is based on the detection of human hemoglobin.  The negative control solution contains only buffer.  The positive control solution contains human hemoglobin at a specified concentration.  The control solution is placed in the test device according to the manufacturer's instructions.  The negative control produces one distinct color band in the control area and the positive control produces two color bands in the control and the test area of the lateral flow strips of the test device.","Occult blood in human stool.","N","N"
"EN",6978,"EN",6978,"OSM","Hearing Aid, Air Conduction With Wireless Technology","2",2,,"N","N",78,,,874.330505371094,4,"Wireless hearing aids are intended as acoustic amplification devices for hearing impaired users.","The device is worn behind-the-ear or in-the-canal with audio output into the ear supported by an ear canal mold.","A wireless air-conduction hearing aid is a wearable sound-amplifying device, intended to compensate for impaired hearing, that incorporates wireless technology in its programming or use.","The outer ear and the ear canal.","N","N"
"OR",7982,"OR",7982,"OSN","Software For Diagnosis/Treatment","2",2,,"N","N",78,,,888.302978515625,1,"Software associated with an orthopedic trauma device which is intended for the diagnosis or treatment of traumatic or reconstructive orthopedic conditions","Custom written or off the shelf software intended to be used with an orthopedic trauma device","Software operated by the manufacturer or end user intended to diagnose or treat an orthopedic condition","Musculoskeletal system","Y","N"
"OB",7966,"OB",7966,"OSP","Uterine Electromyographic Monitor","2",2,,"N","N",78,,,884.27197265625,1,"The uterine electromyographic monitor is intended to pick up uterine emg signals from surface electrodes placed on the maternal abdomen.  It produces a uterine activity tracing and monitors women in labor at term gestation with a singleton pregnancy.","Monitor with associated electronics and patient skin electrodes.","abdominal EMG surface electrodes that pick up electrical activity from the uterus in labor, electrical signal converted to a monitor tracing.","Maternal abdomen and uterus","N","N"
"CV",6786,,,"OSR","Pacemaker/Icd/Crt Non-Implanted Components","3",3,,"N","N",78,,,,2,"Pacemaker/ICD/CRT non-implanted components provide programming, interrogation, printing, remote monitoring, and communication between the pulse generator and the health care provider.","Pacemaker/ICD/CRT non-implanted components can be separate pieces or integrated and usually include housings, electronics, processors, software, connectors, and cables.","Pacemaker/ICD/CRT non-implanted components transmit data from the implanted device to the health care provider using telemetry download, and direct or remote transmission.","Pacemaker/ICD/CRT devices are intended to provide therapy to the heart.  The non-implanted components support the implanted devices.","Y","N"
"HO",7279,,,"OSS","Diabetes Take Home Kit","N",78,6,"N","N",78,,,,7,"Diabetes take home kit","n/a","n/a","n/a","N","N"
"MI",7773,"MI",7773,"OSU","Dengue Serological Reagents","2",2,,"N","N",78,,,866.394470214844,1,"Dengue virus serological reagents are devices that consist of antigens and antisera for the detection of anti-dengue antibodies, individuals that have signs and symptoms consistent with dengue. The detection aids in the clinical laboratory diagnosis of dengue fever or dengue hemorrhagic fever caused by dengue  virus. The device is intended for use in the presumptive diagnosis of patients in conjunction with other clinical and laboratory findings.","Kits","Immunological method/ELISA","Human serum","N","N"
"OB",7966,"OB",7966,"OSV","Insufflator, Endoscopic Vessel Harvesting","2",2,,"N","N",78,,,884.172973632812,1,"To provide selected flow rates and pressures of co2 gas to separate tissue planes so the saphenous vein or radial artery can be isolated and ligated.","An electronic software controlled gas insufflator which can accept CO2 gas from either a tank or central wall supply.  The gas flow rate and pressure can be adjusted by the user.","The insufflator delivers CO2 gas at a controlled flow rate and pressure to separate tissue planes so the saphenous vein or radial artery can be isolated and ligated.","Leg, saphenous vein or arm, radial artery","N","N"
"CH",6772,"CH",6772,"OSX","Galectin-3 In Vitro Diagnostic Assay","2",2,,"N","N",78,,,862.111694335938,1,"Galectin-3 is indicated for use in conjunction with clinical evaluation as an aid in assessing the prognosis of patients diagnosed with chronic heart failure.","in vitro diagnostic reagent kit","enzyme linked immunosorbent assay (ELISA)","in vitro diagnostic for use with serum and plasma","N","N"
"HO",7279,"HO",7279,"OSZ","Antimicrobial Keyboard","2",2,,"N","N",78,,,880.659973144531,1,"To reduce microbial populations","device resides on a motorized drawer that is contained in an enclosure, the drawer slides outside of the enclosure for use then retracts into the light-tight enclusure for UV disinfection after use","self disinfecting computer keyboard and touchpad that utilized germicidal ultraviolet light in an enclosure","hands","N","N"
"CH",6772,"CH",6772,"OTA","Mass Spectrometer For Clinical Multiplex Test Systems","2",2,,"N","N",78,,,862.257019042969,4,"A mass spectrometer for clinical multiplex test systems is a device that is intended to measure and sort multiple signals generated by an assay from a clinical sample.  The generated signals are produced by ionizing the compound or biological material under investigation and separating the resulting ions by means of an electrical and magnetic field according to their mass-to-charge ratios.  This instrumentation is used with specific assays to comprise an assay test system to measure multiple analytes of a similar chemical nature.","mass spectrometer","Multiplex mass spectrometer. The device may integrate sample preprocessing/work station, liquid or gas chromatography, raw data storage mechanisms and other essential hardware and software components along with the basic modules of a mass spectrometry instrument.","IVD","N","N"
"CV",6786,"CV",6786,"OTD","Endovascular Suturing System","2",2,,"N","N",78,,,870.346008300781,1,"Provides fixation and sealing between and endovascular graft and the native artery.","The system is comprised of the implant device and an endovascular delivery device used to implant the endovascular suture.","Uses a metallic implant, delivered through a catheter-based system, to affix the material of an endovascular graft to native vessel","The implant is to be placed at the proximal end of an aortic aneurysm.","Y","N"
"TX",8488,"TX",8488,"OTF","Gabapentin Assay","2",2,,"N","N",78,,,862.335021972656,1,"Test for the quantitative determination of gabapentin in human serum or plasma.  Gabapentin concentrations can be used as an aid in management of patients treated with gabapentin.","Liquid reagents","Quantitative, Homogenous Enzyme Immunoassay","in vitro diagnostic","N","N"
"MI",7773,"MI",7773,"OTG","Non-Sars Coronavirus Multiplex Nucleic Acid Assay","2",2,,"N","N",78,,,866.398010253906,1,"A non-SARS coronavirus multiplex nucleic acid assay is a multiplex in vitro diagnostic test for the simultaneous qualitative detection and discrimination of coronavirus 229E, coronavirus NL63, coronavirus HKU1 and Coronavirus OC43 nucleic acids isolated and purified from human respiratory specimens obtained from individuals exhibiting signs and symptoms of respiratory tract infections or viral culture. The detection and discrimination of human non-SARS coronavirus nucleic acids from symptomatic patients aid in the diagnosis of human respiratory tract non-SARS coronavirus infections if used in conjunction with other clinical and laboratory findings.","Nucleic Acid Based Assay","Multiplex nucleic acid assay","IVD","N","N"
"SU",8385,"SU",8385,"OTK","Wound Drain Catheter System","2",2,,"N","N",78,,,878.47802734375,1,"For use as an adjunctive device during open surgical procedures in order to prevent fluid accumulation within the operative site after closure of the surgical wound.  The device is indicated for use in thoracic surgical procedures.","The system comprise of a silicone drainge tube, guide tube with integrated magnetic shuttle assembly.","The system employs a magnetic clearance mechanism integrated into the drainage tubing to allow the user to clear materials which may accumulate inside the drainage tube.","For use in chest areas following thoracic surgical procedures.","N","N"
"OP",7980,,,"OTL","Femtosecond Laser System For Refractive Correction","3",3,,"N","N",78,,,,2,"Ophthalmic femtosecond laser intended to provide refractive vision correction by modification of the shape of the cornea","The device consists of a laser console, a computer with graphic user interface, a beam delivery system that positions and focuses the laser beam, patient bed, and a patient interface system that flattens the cornea and holds the patient's eye still during the surgical procedure.","The laser console generates femtosecond laser pulses. When focused in transparent tissue, these low energy pulses produce photodisruption (a highly localized region of ionized plasma) effects that occur on an extremely short time scale and are confined to the few microns surrounding the focal spot. Patterns of contiguous, focused laser pulses result in the creation of cut surfaces in the cornea that define a disc-shaped tissue (lenticule) in the corneal stroma. The surgeon enters treatment parameters and a corresponding lenticule is created according to a pre-defined algorithm such that its thickness determines the refractive correction and resultant corneal reshaping when extracted.","Cornea of the eye.","N","N"
"GU",7185,"SU",8385,"OTM","Mesh, Surgical, For Stress Urinary Incontinence, Male","2",2,,"N","N",78,,,878.330017089844,1,"surgical treatment of male stress urinary incontinence post-prostatectomy","biologic (e.g., collagen) and/or synthetic (e.g, metallic or polymeric) woven fabric of varying design and material properties","permanently implantable sling placed under the urethra; during instances of increased abdominal pressure (e.g., coughing, laughing, sneezing, etc.), device applies pressure to the urethra to prevent urine leakage","bladder, urethra","Y","N"
"OB",7966,"SU",8385,"OTN","Mesh, Surgical, Synthetic, Urogynecologic, For Stress Urinary Incontinence, Retropubic Or Transobturator","2",2,,"N","N",78,,,878.330017089844,1,"Surgical treatment of female stress urinary incontinence due to intrinsic sphincter deficiency (isd) and/or urethral hypermobility","synthetic woven or non-woven fabric of varying material properties (e.g., density, pore size, weave, resorption, etc.); design can be pre-configured or can be a sheet to allow surgeon to cut mesh to desired size and shap","placed under the urethra transvaginally using a transobturator (one vaginal incision and two groin/upper thigh incisions) or retropubic (one vaginal incision and two abdominal incisions) approach; during instances of increased abdominal pressure (e.g., coughing, laughing, sneezing, etc.) the device applies pressure to the urethra to prevent urine leakage","urethra, vagina","Y","N"
"OB",7966,"SU",8385,"OTO","Mesh, Surgical, Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed","2",2,,"N","N",78,,,878.330017089844,1,"Bridging material to attach the vaginal apex to the anterior longitudinal ligament of the sacrum; Procedures include abdominal sacrocolpopexy and laparoscopic sacrocolpopexy.","synthetic woven or non-woven fabric of varying material properties (e.g., density, pore size, weave, resorption, etc.); design can be pre-configured for specific repair or can be a sheet to allow surgeon to cut mesh to desired size and shape","permanent implant placed transabdominally that provides mechanical support and/or serves as a bridging material for suspending the vaginal apex or uterus from the sacral promontory.","vagina, uterus, sacrum","Y","N"
"OB",7966,"OB",7966,"OTP","Mesh, Surgical, Synthetic, Urogynecologic, For Pelvic Organ Prolapse, Transvaginally Placed","3",3,,"N","N",78,,,884.598022460938,2,"Tissue reinforcement of the fibromuscular layer of the pelvic floor when surgical treatment is indicated; Procedures include anterior and posterior vaginal wall prolapse repair and vaginal apical or uterine prolapse repair performed transvaginally","synthetic woven or non-woven fabric of varying material properties (e.g., resorption, density, pore size, weave, etc.); design can be pre-configured for specific repair or can be a sheet to allow surgeon to cut mesh to desired size and shape","permanent implant placed transvaginally that provides mechanical support for weakened tissues of the pelvic floor","vagina, pelvic floor, uterus","Y","N"
"HE",7269,,,"OTQ","Research Use Only/Hematology Devices","N",78,6,"Y","N",78,,,,7,"For research use only and for products imported into the US only.","N/A","N/A","N/A","N","N"
"IM",7377,,,"OTR","Research Use Only/Immunology Devices","N",78,6,"Y","N",78,,,,7,"For research use only and for products imported into the US only.","N/A","N/A","N/A","N","N"
"MI",7773,,,"OTT","Research Use Only/Microbiology","N",78,6,"Y","N",78,,,,7,"For research use only and for products imported into the US only.","N/A","N/A","N/A","N","N"
"CH",6772,,,"OTV","Research Use Only/Clinical Chemistry Devices","N",78,6,"Y","N",78,,,,7,"For research use only and for products imported into the US only.","N/A","N/A","N/A","N","N"
"TX",8488,,,"OTW","Research Use Only/Clinical Toxicology","N",78,6,"Y","N",78,,,,7,"For research use only and for products imported into the US only.","N/A","N/A","N/A","N","N"
"NE",7869,"PM",8077,"OTX","Foot Wrap For Treating Restless Leg Syndrome Symptoms","1",1,,"N","N",78,,,890.575988769531,4,"Applying compression to the muscles of the foot for the purpose of affecting nerve impulses sent to the central nervous system.","Compressive wrap.","Applies pressure to the abductor hallucis and abductor hallucis brevis adequate to affect the peripheral nervous system.","Abductor hallucis and abductor hallucis brevis muscles.","N","N"
"OP",7980,"OP",7980,"OTZ","Graft Insertion Instrument For Endothelial Keratoplasty","1",1,,"N","N",78,,,886.429992675781,1,"A graft insertion device for endothelial keratoplasty is a device intended to be inserted into the eye during surgery to direct the insertion of a corneal graft and be removed after insertion is completed.","Multiple different configurations may exist: similar to intraocular lens guide/injector, retractable spatula, multiple component systems, etc. Design is meant to specifically deliver corneal graft into eye.","A graft insertion device for endothelial keratoplasty functions as a protective guide for the insertion of a donor corneal graft through a corneal incision. Once the graft tissue has been loaded into the insertion device, the device is inserted through the corneal incision in the subject's eye. Once in the eye, the operator can then releases or dispenses the tissue graft from the device. Following graft release, the graft insertion device is removed.","Eye","N","N"
"SU",8385,"SU",8385,"OUB","Instrument For Treatment Of Hyperhidrosis","2",2,,"N","N",78,,,878.440002441406,1,"Soft-tissue coagulation","The System consists of the following components: the Console; the Handpiece; and a disposable tip that snaps onto the Handpiece.","microwave based system","dermal-hypodermal interface","N","N"
"MI",7773,"MI",7773,"OUC","Norovirus Serological Reagent","2",2,,"N","N",78,,,866.339477539062,4,"Norovirus serological reagents are devices that consist of antigens and antisera for the detection of anti-norovirus antibodies or norovirus antigens. The detection aids in the clinical laboratory diagnosis of norovirus infection in individuals with signs and/or symptoms of acute gastroenteritis, or in the determining the etiology of acute gastroenteritis outbreaks.","Laboratory kit.","ELISA-based or immunological based assays.","Human biological specimens.","N","N"
"IM",7377,"CH",6772,"OUE","Micro Total Analysis Instrument System","2",2,,"N","N",78,,,862.257019042969,4,"A micro total analysis instrument system is a clinical multiplex instrument intended to measure and sort signals generated by fluorescently-labeled immune complexes from a clinical sample on a microcapillary chip.  Signals may be quantified using laser-induced-fluorescence detection using filters on a photodiode or other detector.  It may integrate microfluidic chips with discrete zones for clinical sample and assay reagents; capillary electrophoresis; reagent handling system; dedicated instrument control; data acquisition software; raw data storage mechanisms; and other essential hardware components and signal reader unit. It is used with specific assays to comprise an assay test system.","Should not include microarray systems or standard immunoelectrophoresis systems.","A micro total analysis instrument system is an automated instrument for clinical multiplex test systems which uses electrokinetic mixing and isotachophoresis on a microfluidic chip to create immune complexes between target analyte(s) from a clinical specimen and fluorescently labeled antibodies. The complexes are detected and quantified using laser-induced-fluorescence detection after capillary gel electrophoresis. The chips contain discrete zones for loading and mixing the sample and assay reagents and for electrophoretic separation. It includes an automated chip loading and transport mechanism, reagent handling (fluidic) system, electrophoresis power supply, control and monitoring systems.","N/A","N","N"
"TX",8488,"TX",8488,"OUF","Everolimus Immunoassay","2",2,,"N","N",78,,,862.383972167969,1,"To quantify everolimus in whole blood.","NA","immunoassay","IVD","N","N"
"HO",7279,"HO",7279,"OUG","Medical Device Data System","1",1,,"N","N",78,,,880.630981445312,4,"A medical device data system (mdds) is a device that is intended to provide one or more of the following uses, without controlling or altering the functions or parameters of any connected medical devices:  (i) the electronic transfer of medical device data;  (ii) the electronic storage of medical device data;  (iii) the electronic conversion of medical device data from one format to another format in accordance with a preset specification; Or  (iv) the electronic display of medical device data.  (2) An MDDS may include software, electronic or electrical hardware such as a physical communications medium (including wireless hardware), modems, interfaces, and a communications protocol.  This identification does not include devices intended to be used in connection with active patient monitoring.","Software and Electronics","Software algorithms to perform necessary medical communication functions","Hospital Information Systems","N","N"
"SU",8385,"SU",8385,"OUH","Skin Resurfacing Rf Applicator","2",2,,"N","N",78,,,878.440002441406,1,"Skin resurfacing","Hand held device with a range of electrodes (64-144) that penetrate the top layer of the skin and then generates RF pulses to create micro-ablative points.","Applicator emits RF energy that flows between electrodes to create micro-ablative points on the skin, forming superficial ablation with a volumetric non ablative heating effect in the dermis.","dermatologic use","N","N"
"HO",7279,"RA",8265,"OUJ","High Level Disinfection Reprocessing Instrument For Ultrasonic Transducers, Mist","2",2,,"N","N",78,,,892.156982421875,1,"To provide high level disinfection of ultrasound transducers.    If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).","Ultrasonic transducer reprocessor, high level disinfectant mist, and accessories","Automatically generates a mist from a dedicated hydrogen peroxide disinfectant solution and exposes a suspended ultrasound transducer to the disinfectant mist at a specified temperature and for a specified time to achieve high level disinfection","Ultrasonic transducers","N","N"
