code_type;code;text_long;text;only_secondary;gender_specific;new_2017;not_in_2016
NCRP;PCY20B;Perkutan okklusjon av a. coeliaca eller dens greiner;Perkutan okklusjon av a. coeliaca eller dens greiner;;;;
NCRP;PCY21B;Perkutan okklusjon av a. hepatica;Perkutan okklusjon av a. hepatica;;;;
NCRP;PCY22B;Perkutan okklusjon av a. lienalis;Perkutan okklusjon av a. lienalis;;;;
NCRP;PCY23B;Perkutan okklusjon av a. gastroduodenalis;Perkutan okklusjon av a. gastroduodenalis;;;;
NCRP;PCY24B;Perkutan okklusjon av a. gastrica sinistra;Perkutan okklusjon av a. gastrica sinistra;;;;
NCRP;PCY30B;Perkutan okklusjon av a. mesenterica superior;Perkutan okklusjon av a. mesenterica superior;;;;
NCRP;PCY40B;Perkutan okklusjon av a. renalis;Perkutan okklusjon av a. renalis;;;;
NCRP;PCY55B;Perkutan okklusjon av a. mesenterica inferior;Perkutan okklusjon av a. mesenterica inferior;;;;
NCRP;PCY99B;Perkutan okklusjon av annen visceralarterie;Perkutan okklusjon av annen visceralarterie;;;;
NCRP;PCZ10B;Innlegging av stentgraft i suprarenale bukaorta;Innlegging av stentgraft i suprarenale bukaorta;;;;
NCRP;PCZ20B;Innlegging av stentgraft i a. coeliaca eller dens greiner;Innlegging av stentgraft i a. coeliaca eller dens greiner;;;;
NCRP;PCZ30B;Innlegging av stentgraft i a. mesenterica superior;Innlegging av stentgraft i a. mesenterica superior;;;;
NCRP;PCZ40B;Innlegging av stentgraft i a. renalis;Innlegging av stentgraft i a. renalis;;;;
NCRP;PCZ99B;Innlegging av stentgraft i annen visceralarterie;Innlegging av stentgraft i annen visceralarterie;;;;
NCRP;PDE10B;Perkutan trombektomi eller embolektomi i infrarenale bukaorta;Perkutan trombektomi el. embolektomi i infrarenale bukaorta;;;;
NCRP;PDE30B;Perkutan trombektomi eller embolektomi i iliakalarterie;Perkutan trombektomi eller embolektomi i iliakalarterie;;;;
NCRP;PDI42B;Injeksjon av terapeutisk substans i a. uterina;Injeksjon av terapeutisk substans i a. uterina;;K;;
NCRP;PDM10B;Perkutan lukking av arteriovenøs fistel i bypass fra infrarenale bukaorta eller iliakalarterie;Perkut lukk AV-fist i bypass fr infraren bukaorta/iliakalart;;;;
NCRP;PDP10B;Perkutan arterioplastikk på infrarenale bukaorta;Perkutan arterioplastikk på infrarenale bukaorta;;;;
NCRP;PDP30B;Perkutan arterioplastikk på a. iliaca communis;Perkutan arterioplastikk på a. iliaca communis;;;;
NCRP;PDP40B;Perkutan arterioplastikk på a. iliaca interna;Perkutan arterioplastikk på a. iliaca interna;;;;
NCRP;PDP50B;Perkutan arterioplastikk på a. iliaca eksterna;Perkutan arterioplastikk på a. iliaca eksterna;;;;
NCRP;PDP60B;Perkutan arterioplastikk på bypass fra infrarenale bukaorta eller iliakalarterie;Perkut arterioplast i bypass fra infraren bukaort/iliakalart;;;;
NCRP;PDQ10B;Innlegging av stent i infrarenale bukaorta;Innlegging av stent i infrarenale bukaorta;;;;
NCRP;PDQ30B;Innlegging av stent i a. iliaca communis;Innlegging av stent i a. iliaca communis;;;;
NCRP;PDQ40B;Innlegging av stent i a. iliaca interna;Innlegging av stent i a. iliaca interna;;;;
NCRP;PDQ50B;Innlegging av stent i a. iliaca eksterna;Innlegging av stent i a. iliaca eksterna;;;;
NCRP;PDQ60B;Innlegging av stent i bypass fra infrarenale bukaorta eller iliakalarterie;Innl stent i bypass fra infrarenale bukaorta el. iliakalart.;;;;
NCRP;PDT10B;Injeksjon av trombolytisk substans i infrarenale bukaorta;Injeksjon av trombolytisk substans i infrarenale bukaorta;;;;
NCRP;PDT30B;Injeksjon av trombolytisk substans i a. iliaca communis;Injeksjon av trombolytisk substans i a. iliaca communis;;;;
NCRP;PDT40B;Injeksjon av trombolytisk substans i a. iliaca interna;Injeksjon av trombolytisk substans i a. iliaca interna;;;;
NCRP;PDT42B;Injeksjon av trombolytisk substans i a. uterina;Injeksjon av trombolytisk substans i a. uterina;;;;
NCRP;PDT50B;Injeksjon av trombolytisk substans i a. iliaca eksterna;Injeksjon av trombolytisk substans i a. iliaca eksterna;;;;
NCRP;PDT60B;Injeksjon av trombolytisk agens i bypass fra infrarenale bukaorta eller iliakalarterie;Inj trombol.agens i bypass fr infraren bukaort el iliakalart;;;;
NCRP;PDW96X;Annen bildeveiledet intervensjon på infrarenale bukaorta eller iliakalarterie og distal forbindelse;Ann.bildev.interven.infraren.bukaorta/iliakalart/dist.forbin;;;;
NCRP;PDW97X;Annen bildeveiledet intervensjon etter tidligere rekonstruksjon av infrarenale bukaorta, iliakalarterier eller distal forbindelse;A.bdv.interv e.tdl.rekonst.infraren.bukao/iliak.ar/dist.forb;;;;
NCRP;PDY10B;Perkutan okklusjon av infrarenale bukaorta;Perkutan okklusjon av infrarenale bukaorta;;;;
NCRP;PDY20B;Perkutan innlegging av midlertidig okklusjonsballong i infrarenale bukaorta;Perkut. innl. midlertidig okkl.ballong infrarenale bukaorta;;;1;1
NCRP;PDY30B;Perkutan okklusjon av a. iliaca communis;Perkutan okklusjon av a. iliaca communis;;;;
NCRP;PDY40B;Perkutan okklusjon av a. iliaca interna;Perkutan okklusjon av a. iliaca interna;;;;
NCRP;PDY42B;Perkutan okklusjon av a. uterina;Perkutan okklusjon av a. uterina;;K;;
NCRP;PDY44B;Embolisering av a. prostatica;Embolisering av a. prostatica;;M;1;1
NCRP;PDY50B;Perkutan okklusjon av a. iliaca eksterna;Perkutan okklusjon av a. iliaca eksterna;;;;
NCRP;PDZ10B;Innlegging av stentgraft i infrarenale bukaorta;Innlegging av stentgraft i infrarenale bukaorta;;;;
NCRP;PDZ11B;Innlegging av unilateralt stentgraft i infrarenale bukaorta og iliacalarterie;Innl unilat stentgraft i infrarenale bukaorta/iliacalarterie;;;;
NCRP;PDZ12B;Innlegging av bifurkert stentgraft i infrarenale bukaorta og iliacalarterier;Innl bifurkert stentgraft i infraren bukaorta/iliacalarterie;;;;
NCRP;PDZ13B;Innlegging av bifurkert stentgraft i bukaorta og iliakalarterier, med åpninger til visceralarterier;Innl bifurk stentgraft bukaorta/iliakalart,åpn t.viscer.art;;;;
NCRP;PDZ14B;Innlegging av bifurkert stentgraft i bukaorta og iliakalarterier, med forgreninger til visceralarterier;Innl bifurk stentgraft bukaorta/iliak.art,forgren t.visc.art;;;;
NCRP;PDZ15B;Innlegging av bifurkert stentgraft i infrarenale bukaorta og iliakalarterier, med forgreninger til arteria iliaca interna;Innl.bifur.stentgr.infrar.bukaort/il.art,forgren.a.iliac.int;;;;
NCRP;PDZ30B;Innlegging av stentgraft i iliaca communis;Innlegging av stentgraft i iliaca communis;;;;
NCRP;PDZ31B;Innlegging av stentgraft i iliakalarterie med bifurkasjon til arteria iliaca interna;Innl stentgraft i iliakalarterie med bifurk. til a.iliac.int;;;;
NCRP;PDZ40B;Innlegging av stentgraft i a. iliaca interna;Innlegging av stentgraft i a. iliaca interna;;;;
NCRP;PDZ50B;Innlegging av stentgraft i a. iliaca eksterna;Innlegging av stentgraft i a. iliaca eksterna;;;;
NCRP;PEC10B;Perkutan lukning av innstikkstedet i a. femoralis;Perkutan lukning av innstikkstedet i a. femoralis;;;;
NCRP;PEM20B;Perkutan lukking av arteriovenøs fistel fra bypass fra a. femoralis til a. poplitea;Perkut lukk AV-fist fra bypass fr a.femoralis til a.poplitea;;;;
NCRP;PEP10B;Perkutan arterioplastikk på a. femoralis communis;Perkutan arterioplastikk på a. femoralis communis;;;;
NCRP;PEP11B;Perkutan arterioplastikk på a. profunda femoris;Perkutan arterioplastikk på a. profunda femoris;;;;
NCRP;PEP12B;Perkutan arterioplastikk på a. femoralis superficialis;Perkutan arterioplastikk på a. femoralis superficialis;;;;
NCRP;PEP20B;Perkutan arterioplastikk på bypass fra a. femoralis til a. poplitea;Perkut arterioplast på bypass fra a.femoralis til a.poplit;;;;
NCRP;PEQ10B;Innlegging av stent i a. femoralis communis;Innlegging av stent i a. femoralis communis;;;;
NCRP;PEQ11B;Innlegging av stent i a. profunda femoris;Innlegging av stent i a. profunda femoris;;;;
NCRP;PEQ12B;Innlegging av stent i a. femoralis superficialis;Innlegging av stent i a. femoralis superficialis;;;;
NCRP;PEQ20B;Innlegging av stent i bypass fra a. femoralis til a. poplitea;Innlegging av stent i bypass fra a.femoralis til a.poplitea;;;;
NCRP;PET10B;Injeksjon av trombolytisk agens i a. femoralis communis;Injeksjon av trombolytisk agens i a. femoralis communis;;;;
NCRP;PET11B;Injeksjon av trombolytisk agens i a. profunda femoris;Injeksjon av trombolytisk agens i a. profunda femoris;;;;
NCRP;PET12B;Injeksjon av trombolytisk agens i a. femoralis superficialis;Injeksjon av trombolytisk agens i a. femoralis superficialis;;;;
NCRP;PET20B;Injeksjon av trombolytisk agens i bypass fra a. femoralis til a. poplitea;Inj.trombolyt agens i bypass fra a.femoralis til a.poplitea;;;;
NCRP;PEW96X;Annen bildeveiledet intervensjon på a. femoralis med greiner og forbindelse til a. poplitea;An.bildev.interv. a.femoralis m/greiner/forbind.til a.poplit;;;;
NCRP;PEY10B;Perkutan okklusjon av a. femoralis communis;Perkutan okklusjon av a. femoralis communis;;;;
NCRP;PEY11B;Perkutan okklusjon av a. profunda femoris;Perkutan okklusjon av a. profunda femoris;;;;
NCRP;PEY12B;Perkutan okklusjon av a. femoralis superficialis;Perkutan okklusjon av a. femoralis superficialis;;;;
NCRP;PEZ10B;Innlegging av stentgraft i a. femoralis communis;Innlegging av stentgraft i a. femoralis communis;;;;
NCRP;PEZ11B;Innlegging av stentgraft i a. profunda femoris;Innlegging av stentgraft i a. profunda femoris;;;;
NCRP;PEZ12B;Innlegging av stentgraft i a. femoralis superficialis;Innlegging av stentgraft i a. femoralis superficialis;;;;
NCRP;PFP10B;Perkutan arterioplastikk på a. poplitea;Perkutan arterioplastikk på a. poplitea;;;;
NCRP;PFP20B;Perkutan arterioplastikk på bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot;Perkut arterioplast bypass a.femoral/poplit til art legg/fot;;;;
NCRP;PFP30B;Perkutan arterioplastikk på arterie i legg;Perkutan arterioplastikk på arterie i legg;;;;
NCRP;PFQ10B;Innlegging av stent i a. poplitea;Innlegging av stent i a. poplitea;;;;
NCRP;PFQ20B;Innlegging av stent i bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot;Innl stent i bypass fra a. fem el a. popl til art i legg/fot;;;;
NCRP;PFQ30B;Innlegging av stent i arterie i legg;Innlegging av stent i arterie i legg;;;;
NCRP;PFT10B;Injeksjon av trombolytisk agens i a. poplitea;Injeksjon av trombolytisk agens i a. poplitea;;;;
NCRP;PFT20B;Injeksjon av trombolytisk agens i bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot;Inj trombolyse i bypass a.femoral/poplit til art i legg/fot;;;;
NCRP;PFT30B;Injeksjon av trombolytisk agens i arterie i legg;Injeksjon av trombolytisk agens i arterie i legg;;;;
NCRP;PFW96X;Annen bildeveiledet intervensjon på poplitealarterie, arterie i legg eller fot eller rekonstruksjon fra a. femoralis til infrapopliteal arterie;A.bildev.intv.popl/legg/fotart/rekonstr.a.femor-infrapop.art;;;;
NCRP;PFY10B;Perkutan okklusjon av a. poplitea;Perkutan okklusjon av a. poplitea;;;;
NCRP;PFY30B;Perkutan okklusjon av arterie i legg;Perkutan okklusjon av arterie i legg;;;;
NCRP;PFZ10B;Innlegging av stentgraft i a. poplitea;Innlegging av stentgraft i a. poplitea;;;;
NCRP;PFZ30B;Innlegging av stentgraft i arterie i legg;Innlegging av stentgraft i arterie i legg;;;;
NCRP;PFZ84B;Innlegging av stentgraft i bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot;Innl.stentgraft i bypass fr a.femor/a.poplit til legg/fotart;;;;
NCRP;PGP83B;Perkutan arterioplastikk på ekstraanatomisk bypass;Perkutan arterioplastikk på ekstraanatomisk bypass;;;;
NCRP;PGQ84B;Innlegging av stent i ekstraanatomisk bypass;Innlegging av stent i ekstraanatomisk bypass;;;;
NCRP;PGZ84B;Innlegging av stentgraft i ekstraanatomisk bypass;Innlegging av stentgraft i ekstraanatomisk bypass;;;;
NCRP;PHE00C;Perkutan trombektomi eller embolektomi i overekstremitetsvene;Perkutan trombektomi el. embolektomi i overekstremitetsvene;;;;
NCRP;PHE05C;Perkutan trombektomi eller embolektomi i underekstremitetsvene;Perkutan trombektomi el. embolektomi i underekstremitetsvene;;;;
NCRP;PHI36C;Injeksjon av terapeutisk substans i v. testicularis (v. spermatica);Injek terapeutisk substans i v. testicularis (v. spermatica);;M;;
NCRP;PHP30C;Perkutan angioplastikk på v. cava inferior;Perkutan angioplastikk på v. cava inferior;;;;
NCRP;PHP31C;Perkutan angioplastikk på v. renalis;Perkutan angioplastikk på v. renalis;;;;
NCRP;PHP32C;Perkutan angioplastikk på v. portae;Perkutan angioplastikk på v. portae;;;;
NCRP;PHP33C;Perkutan angioplastikk på v. mesenterica superior;Perkutan angioplastikk på v. mesenterica superior;;;;
NCRP;PHP34C;Perkutan angioplastikk på v. mesenterica inferior;Perkutan angioplastikk på v. mesenterica inferior;;;;
NCRP;PHP40C;Perkutan angioplastikk på iliakalvene;Perkutan angioplastikk på iliakalvene;;;;
NCRP;PHP99C;Perkutan angioplastikk på annen vene;Perkutan angioplastikk på annen vene;;;;
NCRP;PHQ30C;Innlegging av stent i v. cava inferior;Innlegging av stent i v. cava inferior;;;;
NCRP;PHQ31C;Innlegging av stent i v. renalis;Innlegging av stent i v. renalis;;;;
NCRP;PHQ32C;Innlegging av stent i v. portae;Innlegging av stent i v. portae;;;;
NCRP;PHQ33C;Innlegging av stent i v. mesenterica superior;Innlegging av stent i v. mesenterica superior;;;;
NCRP;PHQ34C;Innlegging av stent i v. mesenterica inferior;Innlegging av stent i v. mesenterica inferior;;;;
NCRP;PHQ35C;Innlegging av stent i portosystemisk shunt;Innlegging av stent i portosystemisk shunt;;;;
NCRP;PHQ40C;Innlegging av stent i iliakalvene;Innlegging av stent i iliakalvene;;;;
NCRP;PHQ99C;Innlegging av stent i annen vene;Innlegging av stent i annen vene;;;;
NCRP;PHR96C;Perkutan transluminal fjerning av fremmedlegeme fra annen vene;Perkutan transluminal fjern. av fremmedlegeme fra annen vene;;;;
NCRP;PHT00C;Injeksjon av trombolytisk substans i overekstremitetsvene;Injeksjon av trombolytisk substans i overekstremitetsvene;;;;
NCRP;PHT05C;Injeksjon av trombolytisk substans i underekstremitetsvene;Injeksjon av trombolytisk substans i underekstremitetsvene;;;;
NCRP;PHT10C;Injeksjon av trombolytisk substans i v. saphena magna;Injeksjon av trombolytisk substans i v. saphena magna;;;;
NCRP;PHT11C;Injeksjon av trombolytisk substans i vener på saphenofemoralovergangen;Injek trombolyt substans i vener på saphenofemoralovergangen;;;;
NCRP;PHT12C;Injeksjon av trombolytisk substans i v. saphena parva;Injeksjon av trombolytisk substans i v. saphena parva;;;;
NCRP;PHT13C;Injeksjon av trombolytisk substans i perforantvener på lår eller legg;Injek trombolyt substans i perforantvener på lår eller legg;;;;
NCRP;PHT30C;Injeksjon av trombolytisk substans i v. cava inferior;Injeksjon av trombolytisk substans i v. cava inferior;;;;
NCRP;PHT31C;Injeksjon av trombolytisk substans i v. renalis;Injeksjon av trombolytisk substans i v. renalis;;;;
NCRP;PHT32C;Injeksjon av trombolytisk substans i v. portae;Injeksjon av trombolytisk substans i v. portae;;;;
NCRP;PHT33C;Injeksjon av trombolytisk substans i v. mesenterica superior;Injeksjon av trombolytisk substans i v. mesenterica superior;;;;
NCRP;PHT34C;Injeksjon av trombolytisk substans i v. mesenterica inferior;Injeksjon av trombolytisk substans i v. mesenterica inferior;;;;
NCRP;PHT40C;Injeksjon av trombolytisk substans i iliakalvene;Injeksjon av trombolytisk substans i iliakalvene;;;;
NCRP;PHT99C;Injeksjon av trombolytisk substans i annen vene;Injeksjon av trombolytisk substans i annen vene;;;;
NCRP;PHV10X;Endovenøs obliterasjon av v. saphena magna;Endovenøs obliterasjon av v. saphena magna;;;;
NCRP;PHV12X;Endovenøs obliterasjon av v. saphena parva;Endovenøs obliterasjon av v. saphena parva;;;;
NCRP;PHV13X;Endovenøs obliterasjon av perforantvene på legg;Endovenøs obliterasjon av perforantvene på legg;;;;
NCRP;PHV14X;Endovenøs obliterasjon av perforantvene på lår;Endovenøs obliterasjon av perforantvene på lår;;;;
NCRP;PHV23X;Endovenøs obliterasjon av v. renalis;Endovenøs obliterasjon av v. renalis;;;;
NCRP;PHV32X;Endovenøs obliterasjon av v. portae;Endovenøs obliterasjon av v. portae;;;;
NCRP;PHV33X;Endovenøs obliterasjon av mesenterica superior;Endovenøs obliterasjon av mesenterica superior;;;;
NCRP;PHV34X;Endovenøs obliterasjon av v. mesenterica inferior;Endovenøs obliterasjon av v. mesenterica inferior;;;;
NCRP;PHV36X;Endovenøs obliterasjon av v. spermatica;Endovenøs obliterasjon av v. spermatica;;M;;
NCRP;PHV40X;Endovenøs obliterasjon av iliakalvene;Endovenøs obliterasjon av iliakalvene;;;;
NCRP;PHV97X;Endovenøs obliterasjon av annen vene;Endovenøs obliterasjon av annen vene;;;;
NCRP;PHW20C;Endovaskulær innlegging av vena cava-filter;Endovaskulær innlegging av vena cava-filter;;;1;
NCRP;PHW21C;Endovaskulær fjerning av vena cava-filter;Endovaskulær fjerning av vena cava-filter ;;;1;
NCRP;PHW96X;Annen bildeveiledet intervensjon på vene;Annen bildeveiledet intervensjon på vene;;;;
NCRP;PHY10C;Perkutan okklusjon av v. saphena magna;Perkutan okklusjon av v. saphena magna;;;;
NCRP;PHY11C;Perkutan okklusjon av vener på saphenofemoralovergangen;Perkutan okklusjon av vener på saphenofemoralovergangen;;;;
NCRP;PHY12C;Perkutan okklusjon av v. saphena parva;Perkutan okklusjon av v. saphena parva;;;;
NCRP;PHY13C;Perkutan okklusjon av perforantvener på lår eller legg;Perkutan okklusjon av perforantvener på lår eller legg;;;;
NCRP;PHY30C;Perkutan okklusjon av v. cava inferior;Perkutan okklusjon av v. cava inferior;;;;
NCRP;PHY31C;Perkutan okklusjon av v. renalis;Perkutan okklusjon av v. renalis;;;;
NCRP;PHY32C;Perkutan okklusjon av v. portae;Perkutan okklusjon av v. portae;;;;
NCRP;PHY33C;Perkutan okklusjon av v. mesenterica superior;Perkutan okklusjon av v. mesenterica superior;;;;
NCRP;PHY34C;Perkutan okklusjon av v. mesenterica inferior;Perkutan okklusjon av v. mesenterica inferior;;;;
NCRP;PHY35C;Perkutan okklusjon av portosystemisk shunt;Perkutan okklusjon av portosystemisk shunt;;;;
NCRP;PHY40C;Perkutan okklusjon av iliakalvene;Perkutan okklusjon av iliakalvene;;;;
NCRP;PHY42C;Perkutan okklusjon av v. ovarica;Perkutan okklusjon av v. ovarica;;K;1;1
NCRP;PHY99C;Perkutan okklusjon av annen vene;Perkutan okklusjon av annen vene;;;;
NCRP;PHZ30C;Innlegging av stentgraft i v. cava inferior;Innlegging av stentgraft i v. cava inferior;;;;
NCRP;PHZ31C;Innlegging av stentgraft i v. renalis;Innlegging av stentgraft i v. renalis;;;;
NCRP;PHZ32C;Innlegging av stentgraft i v. portae;Innlegging av stentgraft i v. portae;;;;
NCRP;PHZ33C;Innlegging av stentgraft i v. mesenterica superior;Innlegging av stentgraft i v. mesenterica superior;;;;
NCRP;PHZ34C;Innlegging av stentgraft i v. mesenterica inferior;Innlegging av stentgraft i v. mesenterica inferior;;;;
NCRP;PHZ35C;Innlegging av stentgraft i portosystemisk shunt;Innlegging av stentgraft i portosystemisk shunt;;;;
NCRP;PHZ40C;Innlegging av stentgraft i iliakalvene;Innlegging av stentgraft i iliakalvene;;;;
NCRP;PHZ99C;Innlegging av stentgraft i annen vene;Innlegging av stentgraft i annen vene;;;;
NCRP;PJA13K;Punksjonscytologi fra lymfeknute på halsen, ultralydveiledet;Punksjonscytologi fra lymfeknute på halsen, ultralydveiledet;;;;
NCRP;PJA23K;Punksjonscytologi fra lymfeknute i aksille, ultralydveiledet;Punksjonscytologi fra lymfeknute i aksille, ultralydveiledet;;;;
NCRP;PJA33K;Punksjonscytologi fra lymfeknute i toraks, ultralydveiledet;Punksjonscytologi fra lymfeknute i toraks, ultralydveiledet;;;;
NCRP;PJA43K;Punksjonscytologi fra lymfeknute i abdomen, ultralydveiledet;Punksjonscytologi fra lymfeknute i abdomen, ultralydveiledet;;;;
NCRP;PJA53K;Punksjonscytologi fra lymfeknute i bekkenet, ultralydveiledet;Punksjonscytologi fra lymfeknute i bekkenet, ultralydveil.;;;;
NCRP;PJB00K;Biopsi av lymfeknute, ultralydveiledet;Biopsi av lymfeknute, ultralydveiledet;;;1;1
NCRP;PJB05K;Nålebiopsi av lymfeknute, ultralydveiledet;Nålebiopsi av lymfeknute, ultralydveiledet;;;1;1
NCRP;PJB10K;Lymfeknutebiopsi i kombinasjon med markørstoff, ultralydveiledet;Lymfeknutebiopsi i kombinasjon med markørstoff, ultralydveil;;;1;1
NCRP;PJI20K;Injeksjon av terapeutisk substans i lymfeknute, ultralydveiledet;Injeksjon av terapeutisk substans i lymfeknute, ultralydveil;;;;
NCRP;PJI30K;Injeksjon av terapeutisk substans i lymfatisk malformasjon, ultralydveiledet;Injek av terapeut.substans i lymfatisk malformasjon, UL-veil;;;;
NCRP;PWW96X;Annen bildeveiledet reintervensjon etter inngrep på perifert kar eller lymfesystemet;An.bildeveil.reinterven.etter inngrep på perif kar/lymfesyst;;;;
NCRP;PXE50B;Perkutan trombektomi eller embolektomi i underekstremitetsarterie;Perkutan trombektomi el embolektomi i underekstremitetsart;;;;
NCRP;PXT40B;Injeksjon av trombolytisk substans i bronkialarterie;Injeksjon av trombolytisk substans i bronkialarterie;;;;
NCRP;PXW96X;Annen bildeveiledet intervensjon på perifere kar og lymfesystemet;Annen bildeveil. intervensjon på perifere kar og lymfesyst.;;;1;1
NCRP;PXY00B;Perkutan okklusjon av intercostalarterier;Perkutan okklusjon av intercostalarterier;;;1;1
NCRP;PXY40B;Perkutan okklusjonsbehandling av bronkialarterie;Perkutan okklusjonsbehandling av bronkialarterie ;;;1;1
NCRP;PYC10B;Perkutan plugging av punksjonshull i arterie med resorberbart materiale;Perkut plugging av punksjonshull i art. med resorb.materiale;;;;
NCRP;PYE10C;Perkutan trombektomi eller embolektomi i vene i toraks;Perkutan trombektomi eller embolektomi i vene i toraks;;;;
NCRP;PYE20C;Perkutan trombektomi eller embolektomi i vene i abdomen;Perkutan trombektomi eller embolektomi i vene i abdomen;;;;
NCRP;PYE30C;Perkutan trombektomi eller embolektomi i vene i bekken;Perkutan trombektomi eller embolektomi i vene i bekken;;;;
NCRP;PYE96B;Perkutan trombektomi eller embolektomi i annen arterie;Perkutan trombektomi eller embolektomi i annen arterie;;;;
NCRP;PYE96C;Perkutan trombektomi eller embolektomi i annen vene;Perkutan trombektomi eller embolektomi i annen vene;;;;
NCRP;PYE99B;Perkutan trombektomi eller embolektomi i arterio-venøs fistel/shunt;Perkutan trombektomi eller embolektomi i AV-fistel/AV-shunt;;;;
NCRP;PYI92C;Injeksjon av terapeutisk substans i venøs malformasjon, røntgenveiledet;Injeksjon av terap. substans i venøs malformasjon, rtg.veil.;;;1;1
NCRP;PYI92K;Injeksjon av terapeutisk substans i venøs malformasjon, ultralydveiledet;Injek. terapeut. substans i venøs malformasjon, UL-veiledet;;;;
NCRP;PYI96X;Annen bildeveiledet injeksjon av terapeutisk substans i vene;Annen bildeveiledet injeksjon av terapeutisk substans i vene;;;;
NCRP;PYQ90B;Innleggelse av stent i AV-fistel;Innleggelse av stent i AV-fistel;;;;
NCRP;PYR96B;Perkutan transluminal fjerning av fremmedlegeme fra annen arterie;Perkutan translumin fjern av fremmedlegeme fra annen arterie;;;;
NCRP;QAA00K;Punksjon av hud i ansikt/på hode, ultralydveiledet;Punksjon av hud i ansikt/på hode, ultralydveiledet;;;;
NCRP;QAA03K;Aspirasjonscytologi fra hud i ansikt/på hode, ultralydveiledet;Aspirasjonscytologi fra hud i ansikt/på hode, ultralydveil.;;;;
NCRP;QAA10K;Punksjon av hud på hals, ultralydveiledet;Punksjon av hud på hals, ultralydveiledet;;;;
NCRP;QAA13K;Aspirasjonscytologi fra hud på hals, ultralydveiledet;Aspirasjonscytologi fra hud på hals, ultralydveiledet;;;;
NCRP;QAB06K;Nålebiopsi av hud i ansikt/på hode, ultralydveiledet;Nålebiopsi av hud i ansikt/på hode, ultralydveiledet;;;;
NCRP;QAB16K;Nålebiopsi av hud på hals, ultralydveiledet;Nålebiopsi av hud på hals, ultralydveiledet;;;;
NCRP;QXW96X;Annen bildeveiledet intervensjon på hud;Annen bildeveiledet intervensjon på hud;;;1;1
NCRP;SAA0AA;RG Caput;RG Caput;;;;
NCRP;SAA0AB;RGA Cerebral arteriografi;RGA Cerebral arteriografi;;;;
NCRP;SAA0AC;RGV Cerebral venografi;RGV Cerebral venografi;;;;
NCRP;SAA0AD;CT Caput;CT Caput;;;;
NCRP;SAA0AG;MR Caput;MR Caput;;;;
NCRP;SAA0AK;UL Caput;UL Caput;;;;
NCRP;SAA0AP;CTANG angiografi av caput;CTANG angiografi av caput;;;1;
NCRP;SAA0AQ;MRANG angiografi av caput;MRANG angiografi av caput;;;1;
NCRP;SAA0BK;UL Caput med Doppler;UL Caput med Doppler;;;;
NCRP;SAA0CK;UL Transkraniell Doppler (TCD);UL Transkraniell Doppler (TCD);;;;
NCRP;SAA0DC;RGV Sinus petrosus-kateterisering;RGV Sinus petrosus-kateterisering;;;;
NCRP;SAA0DE;CT Caput og CTA Arteriografi av caput;CT Caput og CTA Arteriografi av caput;;;;
NCRP;SAA0DP;CT caput og CTANG angiografi av caput;CT caput og CTANG angiografi av caput;;;1;
NCRP;SAA0GH;MR Caput og MRA Arteriografi av caput;MR Caput og MRA Arteriografi av caput;;;;
NCRP;SAA0GQ;MR Caput og MRANG angiografi av caput;MR Caput og MRANG angiografi av caput;;;1;
NCRP;SAB0AB;RGA Spinal arteriografi;RGA Spinal arteriografi;;;;
NCRP;SAB0CA;RG Cervikal myelografi;RG Cervikal myelografi;;;;
NCRP;SAB0EA;RG Torakal myelografi;RG Torakal myelografi;;;;
NCRP;SAB0GA;RG Lumbal myelografi;RG Lumbal myelografi;;;;
NCRP;SAF0AA;RG Ansiktsskjelett;RG Ansiktsskjelett;;;;
NCRP;SAF0AD;CT Ansikt;CT Ansikt;;;;
NCRP;SAF0AG;MR Ansikt;MR Ansikt;;;;
NCRP;SAF0AK;UL Ansikt;UL Ansikt;;;;
NCRP;SAF0BK;UL Ansiktsregion;UL Ansiktsregion;;;;
NCRP;SAH0AG;MR Hjernenerver;MR Hjernenerver;;;;
NCRP;SAX0AG;fMRI Funksjonell magnetresonanstomografi;fMRI Funksjonell magnetresonanstomografi;;;;
NCRP;SBA0AK;UL Tyreoidea;UL Tyreoidea;;;;
NCRP;SBB0AK;UL Paratyreoidea;UL Paratyreoidea;;;;
NCRP;SBC0AD;CT Binyrer;CT Binyrer;;;;
NCRP;SBC0AG;MR Binyrer;MR Binyrer;;;;
NCRP;SBE0AD;CT Hypofyse;CT Hypofyse;;;;
NCRP;SBE0AG;MR Hypofyse;MR Hypofyse;;;;
NCRP;SCA0AD;CT Orbita;CT Orbita;;;;
NCRP;SCA0AG;MR Orbita;MR Orbita;;;;
NCRP;SCC0AA;RG Dacrocystografi;RG Dacrocystografi;;;;
NCRP;SCX0AK;UL Øye;UL Øye;;;;
NCRP;SDE0AD;CT Tinningbein;CT Tinningbein;;;;
NCRP;SDE0AG;MR Tinningbein;MR Tinningbein;;;;
NCRP;SDQ0CK;UL Strupe;UL Strupe;;;;
NCRP;SDX0AA;RG Bihuler;RG Bihuler;;;;
NCRP;SDX0AD;CT Bihuler;CT Bihuler;;;;
